Gene_id,UR1,UTI1,UR3,UTI3,UR6,UTI6,UR7,UTI7,UR14,UTI14,UR17,UTI17,UR43,UTI43,UR54,UTI54,UR56,UTI56,UR57,UTI57,UR66,UTI66,UR68,UTI68,UR86,UTI86
17124_aceA,814.0,10.0,528.0,47.0,1270.0,14.0,639.0,3.0,1010.0,37.0,539.0,9.0,1023.0,12.0,1647.0,33.0,1095.0,72.0,907.0,1.0,2425.0,3.0,245.0,6.0,261.0,22.0
17125_aceK,,,381.0,24.0,352.0,5.0,333.0,3.0,328.0,37.0,300.0,9.0,547.0,19.0,1016.0,74.0,729.0,107.0,484.0,7.0,1493.0,4.0,216.0,5.0,239.0,42.0
17126_hypothetical_protein,32.0,14.0,37.0,31.0,,,34.0,2.0,4.0,65.0,,,,,,,,,,,,,,,,
17127_iclR,628.0,136.0,869.0,462.0,1733.0,130.0,1002.0,45.0,886.0,848.0,1296.0,219.0,1444.0,89.0,1036.0,602.0,838.0,822.0,1043.0,29.0,666.0,11.0,1064.0,97.0,986.0,496.0
17128_metH,4486.0,351.0,9223.0,753.0,11266.0,199.0,,,10383.0,2322.0,10001.0,142.0,9218.0,325.0,10114.0,604.0,8978.0,955.0,7446.0,25.0,7407.0,18.0,5248.0,102.0,,
17129_Na+-Pi-cotransporter,517.0,142.0,568.0,179.0,571.0,13.0,,,499.0,179.0,,,669.0,28.0,745.0,96.0,548.0,210.0,727.0,9.0,639.0,7.0,407.0,8.0,257.0,81.0
1712_Baseplate_J-like_protein,37.0,7.0,,,93.0,4.0,45.0,1.0,47.0,4.0,,,,,41.0,10.0,,,,,,,56.0,2.0,,
17130_pepE,1032.0,10.0,920.0,77.0,649.0,9.0,587.0,9.0,704.0,92.0,455.0,4.0,463.0,7.0,422.0,9.0,244.0,30.0,352.0,0.0,222.0,1.0,101.0,2.0,261.0,16.0
17131_rluF,,,3487.0,324.0,2076.0,90.0,,,2678.0,901.0,931.0,180.0,671.0,176.0,1021.0,692.0,514.0,957.0,623.0,32.0,657.0,11.0,984.0,50.0,519.0,687.0
17132_hypothetical_protein,1118.0,21.0,1559.0,98.0,1241.0,33.0,1866.0,10.0,1413.0,195.0,1069.0,35.0,1363.0,58.0,974.0,142.0,1098.0,175.0,1176.0,5.0,1305.0,3.0,1113.0,14.0,1072.0,87.0
17133_SPFH_domain_-_Band_7_family_protein,,,476.0,50.0,,,702.0,5.0,499.0,107.0,,,,,,,,,,,,,,,,
17134_putative_nucleotidyltransferase,,,273.0,19.0,,,359.0,4.0,302.0,77.0,,,,,,,,,,,,,,,,
17135_pezT,,,1429.0,83.0,,,,,739.0,168.0,,,,,,,,,,,,,,,,
17136_lysC,5313.0,168.0,10270.0,448.0,15034.0,222.0,6821.0,44.0,6243.0,1103.0,10453.0,69.0,7594.0,239.0,7547.0,521.0,10578.0,1009.0,7243.0,16.0,7088.0,11.0,2655.0,40.0,8524.0,408.0
17137_pgi,6378.0,1862.0,10577.0,6297.0,10395.0,1022.0,13149.0,296.0,11068.0,11794.0,7152.0,652.0,9522.0,1331.0,7911.0,3520.0,7008.0,6925.0,10383.0,107.0,6189.0,26.0,7826.0,330.0,4664.0,2811.0
17138_Exopolysaccharide_production_protein_YjbE,18.0,8.0,16.0,1.0,24.0,0.0,17.0,0.0,9.0,2.0,34.0,5.0,12.0,0.0,5.0,3.0,4.0,7.0,38.0,0.0,7.0,0.0,429.0,2.0,55.0,9.0
17139_gfcB_1,37.0,5.0,40.0,6.0,15.0,2.0,73.0,0.0,43.0,5.0,10.0,4.0,11.0,3.0,10.0,2.0,10.0,15.0,10.0,0.0,5.0,1.0,86.0,0.0,16.0,8.0
1713_Gene_25-like_lysozyme,3.0,2.0,,,93.0,4.0,,,15.0,3.0,,,,,31.0,10.0,,,,,,,26.0,2.0,,
17140_hypothetical_protein,32.0,17.0,24.0,4.0,10.0,1.0,34.0,0.0,24.0,2.0,9.0,0.0,9.0,0.0,6.0,4.0,6.0,7.0,7.0,0.0,6.0,0.0,77.0,0.0,9.0,1.0
17141_hypothetical_protein,172.0,23.0,5440.0,3339.0,239.0,10.0,5889.0,182.0,958.0,231.0,88.0,6.0,84.0,4.0,102.0,26.0,47.0,26.0,99.0,3.0,89.0,5.0,164.0,1.0,74.0,25.0
17142_phosphate-starvation-inducible_protein_PsiE,916.0,36.0,1930.0,93.0,903.0,23.0,2155.0,5.0,617.0,91.0,714.0,13.0,1980.0,112.0,350.0,36.0,1655.0,160.0,876.0,5.0,516.0,4.0,4129.0,6.0,542.0,53.0
17143_xylE,,,6943.0,10.0,,,4611.0,1.0,4705.0,25.0,,,,,,,,,,,,,,,,
17144_malG,1527.0,5.0,135.0,3.0,1640.0,18.0,153.0,2.0,813.0,5.0,151.0,3.0,506.0,13.0,1312.0,7.0,330.0,14.0,648.0,1.0,113.0,0.0,40.0,0.0,1186.0,15.0
17145_malF,5326.0,13.0,535.0,24.0,5113.0,80.0,,,,,450.0,7.0,1429.0,78.0,,,803.0,83.0,2772.0,3.0,351.0,3.0,167.0,3.0,2814.0,35.0
17146_malE,32501.0,12.0,2756.0,52.0,25632.0,264.0,1659.0,28.0,20480.0,107.0,2161.0,21.0,6403.0,524.0,35493.0,54.0,9227.0,295.0,13786.0,6.0,2726.0,3.0,264.0,9.0,15022.0,142.0
17147_hypothetical_protein,,,3.0,1.0,,,,,7.0,1.0,,,,,,,,,,,,,,,,
17148_malK,12387.0,2.0,1986.0,8.0,11582.0,144.0,1366.0,6.0,10332.0,6.0,518.0,12.0,2457.0,180.0,20503.0,8.0,3868.0,54.0,5820.0,3.0,1014.0,1.0,51.0,1.0,7094.0,21.0
17149_lamB,41917.0,12.0,12136.0,58.0,38855.0,210.0,6663.0,7.0,44633.0,53.0,,,7441.0,386.0,35854.0,51.0,14841.0,161.0,11978.0,12.0,3040.0,8.0,119.0,13.0,14289.0,82.0
1714_hypothetical_protein,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17150_maltose_regulon_periplasmic_protein,7209.0,10.0,588.0,38.0,7962.0,163.0,417.0,8.0,2777.0,24.0,412.0,6.0,1778.0,158.0,6627.0,46.0,765.0,106.0,2912.0,3.0,322.0,1.0,82.0,2.0,2552.0,30.0
17151_hypothetical_protein,,,277.0,49.0,,,396.0,2.0,219.0,69.0,,,,,,,,,,,,,,,,
17152_hypothetical_protein,,,5.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,
17153_sopA,36.0,32.0,17.0,3.0,,,,,16.0,12.0,,,,,,,,,,,,,,,,
17154_ubiC,1364.0,143.0,2097.0,323.0,1895.0,62.0,2111.0,21.0,2206.0,995.0,1346.0,61.0,1453.0,117.0,1630.0,370.0,1134.0,545.0,1595.0,14.0,940.0,4.0,2046.0,26.0,,
17155_ubiA,442.0,70.0,1014.0,178.0,1029.0,23.0,1179.0,12.0,1175.0,463.0,764.0,32.0,904.0,63.0,726.0,148.0,661.0,265.0,868.0,12.0,559.0,2.0,1173.0,14.0,664.0,160.0
17156_plsB,4893.0,1984.0,6053.0,3561.0,6705.0,764.0,6474.0,273.0,7586.0,7182.0,5539.0,834.0,4979.0,897.0,5675.0,3124.0,3124.0,5760.0,4425.0,143.0,3646.0,27.0,7805.0,277.0,3083.0,2310.0
17157_dgkA,448.0,33.0,956.0,134.0,958.0,27.0,1152.0,17.0,910.0,219.0,538.0,39.0,453.0,67.0,352.0,152.0,296.0,286.0,362.0,9.0,295.0,1.0,332.0,12.0,363.0,245.0
17158_lexA_1,3024.0,780.0,3507.0,1054.0,10264.0,513.0,2873.0,87.0,3062.0,1547.0,4431.0,592.0,5212.0,589.0,6309.0,3997.0,4008.0,5819.0,5015.0,140.0,5413.0,29.0,4115.0,488.0,5669.0,2656.0
17159_dinF,491.0,251.0,884.0,424.0,1615.0,110.0,,,1043.0,536.0,630.0,129.0,501.0,105.0,614.0,568.0,565.0,1019.0,496.0,17.0,,,956.0,62.0,803.0,440.0
1715_Phage-related_baseplate_assembly_protein,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17160_hypothetical_protein,737.0,43.0,2525.0,58.0,447.0,19.0,3328.0,11.0,1467.0,146.0,295.0,9.0,1157.0,18.0,459.0,63.0,276.0,100.0,1037.0,1.0,363.0,0.0,276.0,18.0,111.0,31.0
17161_zur,832.0,77.0,770.0,100.0,607.0,31.0,405.0,8.0,520.0,144.0,392.0,26.0,470.0,27.0,345.0,114.0,363.0,215.0,544.0,2.0,405.0,2.0,425.0,9.0,367.0,104.0
17162_hypothetical_protein,102.0,19.0,100.0,25.0,,,,,,,,,,,,,,,,,,,,,,
17163_dus,739.0,318.0,3506.0,726.0,1951.0,254.0,2936.0,90.0,1647.0,856.0,,,,,291.0,1144.0,207.0,2015.0,295.0,47.0,,,392.0,199.0,1478.0,1062.0
17164_pspG,101.0,31.0,235.0,65.0,284.0,63.0,250.0,20.0,127.0,106.0,237.0,79.0,157.0,247.0,103.0,217.0,114.0,214.0,175.0,14.0,117.0,4.0,120.0,48.0,107.0,201.0
17165_qorA,1245.0,35.0,2456.0,81.0,1659.0,38.0,3595.0,6.0,2207.0,163.0,1971.0,19.0,1904.0,39.0,1476.0,116.0,1148.0,192.0,3106.0,5.0,1054.0,2.0,1556.0,7.0,879.0,82.0
17166_dnaB,2316.0,674.0,3480.0,1883.0,4506.0,388.0,2670.0,121.0,3717.0,2533.0,1721.0,306.0,2273.0,398.0,2238.0,1727.0,2798.0,3129.0,1545.0,50.0,1849.0,10.0,1934.0,177.0,1723.0,885.0
17167_alr,957.0,217.0,1077.0,649.0,2070.0,259.0,,,1544.0,678.0,,,1164.0,145.0,,,1984.0,1311.0,1340.0,39.0,944.0,4.0,,,1286.0,1070.0
17168_tyrB,4211.0,644.0,5189.0,966.0,6602.0,387.0,6608.0,96.0,10584.0,3231.0,6438.0,140.0,7241.0,611.0,7470.0,1891.0,6474.0,2115.0,6234.0,30.0,6904.0,21.0,7252.0,161.0,7968.0,1418.0
17169_hypothetical_protein,72.0,33.0,41.0,6.0,,,80.0,1.0,50.0,30.0,,,,,,,,,,,,,,,,
17170_aphA,1240.0,36.0,1951.0,100.0,2014.0,33.0,1555.0,4.0,2104.0,123.0,1286.0,10.0,1229.0,59.0,1819.0,94.0,1373.0,193.0,1235.0,7.0,1385.0,5.0,1480.0,9.0,1044.0,64.0
17171_hypothetical_protein,3110.0,125.0,4319.0,299.0,2313.0,46.0,6758.0,32.0,3800.0,604.0,2212.0,35.0,4314.0,142.0,2608.0,283.0,2852.0,417.0,3256.0,13.0,2581.0,4.0,3626.0,16.0,2367.0,218.0
17172_hypothetical_protein,542.0,18.0,698.0,69.0,483.0,18.0,877.0,12.0,569.0,131.0,553.0,21.0,1267.0,41.0,856.0,121.0,637.0,130.0,881.0,5.0,990.0,3.0,968.0,8.0,691.0,57.0
17173_uvrA,5874.0,1493.0,5011.0,1803.0,6820.0,454.0,5733.0,100.0,6249.0,2196.0,4819.0,273.0,4683.0,371.0,5707.0,2082.0,4130.0,3422.0,3767.0,63.0,4085.0,11.0,3812.0,178.0,4163.0,1399.0
17174_ssb,3041.0,1194.0,2900.0,1363.0,10375.0,615.0,7966.0,555.0,7210.0,8226.0,5750.0,869.0,,,6575.0,2705.0,4032.0,5744.0,6079.0,151.0,4681.0,34.0,3858.0,496.0,4392.0,2742.0
17175_hypothetical_protein,155.0,50.0,206.0,131.0,84.0,7.0,240.0,7.0,65.0,187.0,31.0,6.0,67.0,25.0,25.0,25.0,33.0,61.0,26.0,0.0,33.0,0.0,63.0,6.0,28.0,55.0
17176_yjcC_1,572.0,35.0,1441.0,54.0,1288.0,22.0,2030.0,6.0,823.0,213.0,1097.0,47.0,1378.0,72.0,987.0,125.0,1223.0,212.0,1569.0,13.0,1208.0,9.0,1201.0,19.0,510.0,122.0
17177_soxS,210.0,117.0,202.0,172.0,275.0,113.0,137.0,19.0,201.0,92.0,123.0,34.0,144.0,98.0,347.0,124.0,177.0,97.0,206.0,9.0,141.0,4.0,200.0,92.0,114.0,37.0
17178_soxR,325.0,30.0,364.0,43.0,424.0,17.0,609.0,4.0,322.0,84.0,238.0,8.0,239.0,21.0,248.0,55.0,195.0,88.0,261.0,0.0,207.0,2.0,138.0,7.0,193.0,52.0
1717_P2_phage_tail_completion_protein_R_-GpR-,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17180_nhaK,1984.0,120.0,2391.0,316.0,3558.0,71.0,,,2290.0,400.0,3651.0,90.0,4126.0,247.0,2533.0,321.0,3008.0,1014.0,2917.0,30.0,2631.0,15.0,1902.0,21.0,2949.0,455.0
17181_pipB2,70.0,5.0,80.0,3.0,,,82.0,0.0,51.0,11.0,,,,,,,,,,,,,,,,
17182_actP,1251.0,26.0,705.0,39.0,457.0,17.0,583.0,2.0,357.0,39.0,176.0,12.0,470.0,38.0,463.0,48.0,239.0,85.0,440.0,9.0,145.0,4.0,126.0,5.0,122.0,24.0
17183_yjcH,155.0,3.0,176.0,7.0,63.0,2.0,117.0,0.0,71.0,9.0,39.0,0.0,50.0,2.0,171.0,4.0,60.0,16.0,144.0,0.0,31.0,0.0,26.0,1.0,42.0,5.0
17184_acs,5310.0,14.0,2097.0,48.0,1846.0,35.0,2300.0,7.0,2160.0,86.0,696.0,8.0,1305.0,64.0,5058.0,51.0,1652.0,165.0,4323.0,6.0,883.0,8.0,874.0,7.0,203.0,33.0
17185_nrfA,1577.0,12.0,571.0,34.0,793.0,10.0,261.0,7.0,234.0,77.0,437.0,3.0,1158.0,15.0,356.0,51.0,373.0,41.0,496.0,7.0,474.0,8.0,527.0,6.0,372.0,35.0
17186_nrfB,321.0,3.0,132.0,1.0,,,66.0,0.0,29.0,5.0,43.0,0.0,,,40.0,4.0,,,34.0,1.0,31.0,0.0,38.0,1.0,34.0,0.0
17187_ydhX_1,128.0,1.0,71.0,0.0,143.0,2.0,30.0,0.0,22.0,2.0,36.0,2.0,83.0,2.0,21.0,2.0,30.0,2.0,17.0,1.0,13.0,0.0,30.0,1.0,13.0,1.0
17188_Polysulfide_reductase-_NrfD,344.0,1.0,180.0,5.0,452.0,4.0,139.0,0.0,86.0,2.0,190.0,0.0,280.0,2.0,58.0,4.0,87.0,17.0,68.0,2.0,45.0,3.0,99.0,0.0,55.0,6.0
17189_ccmF_2,72.0,5.0,180.0,26.0,131.0,6.0,,,112.0,22.0,131.0,2.0,120.0,5.0,44.0,8.0,50.0,14.0,54.0,9.0,31.0,2.0,65.0,1.0,26.0,12.0
1718_hypothetical_protein,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
17190_ccmH_2,46.0,4.0,50.0,13.0,60.0,0.0,39.0,0.0,53.0,26.0,46.0,3.0,57.0,2.0,24.0,3.0,20.0,11.0,38.0,2.0,19.0,2.0,30.0,1.0,18.0,4.0
17191_nrfG,114.0,8.0,89.0,25.0,98.0,1.0,81.0,0.0,79.0,20.0,66.0,4.0,119.0,7.0,,,62.0,50.0,48.0,3.0,52.0,3.0,,,91.0,15.0
17192_gltP,5763.0,1727.0,8239.0,2155.0,7415.0,435.0,,,7706.0,3151.0,6178.0,526.0,11346.0,659.0,4639.0,2401.0,5378.0,9140.0,5119.0,163.0,4511.0,15.0,13731.0,352.0,,
17193_Sel1_repeat_protein,3058.0,253.0,3307.0,670.0,2387.0,36.0,3830.0,77.0,2901.0,669.0,890.0,122.0,1052.0,118.0,992.0,269.0,652.0,378.0,793.0,9.0,837.0,6.0,1092.0,71.0,858.0,260.0
17194_fdhF_1,1027.0,81.0,2919.0,300.0,1325.0,29.0,686.0,11.0,918.0,1034.0,,,2490.0,19.0,576.0,90.0,811.0,149.0,867.0,8.0,,,512.0,43.0,2214.0,58.0
17195_fdhF_2,357.0,18.0,1192.0,141.0,305.0,19.0,,,,,3179.0,13.0,714.0,11.0,187.0,26.0,328.0,60.0,305.0,5.0,553.0,2.0,169.0,13.0,1241.0,16.0
17196_mdtP_2,54.0,6.0,65.0,14.0,67.0,5.0,76.0,1.0,78.0,11.0,67.0,3.0,70.0,7.0,78.0,22.0,59.0,32.0,73.0,4.0,97.0,2.0,21.0,3.0,37.0,15.0
17197_mdtO,35.0,5.0,58.0,8.0,53.0,4.0,71.0,3.0,70.0,14.0,78.0,3.0,85.0,3.0,109.0,29.0,48.0,20.0,74.0,11.0,81.0,4.0,50.0,1.0,43.0,9.0
17198_mdtN,3.0,2.0,20.0,4.0,13.0,0.0,29.0,0.0,18.0,1.0,13.0,0.0,7.0,1.0,14.0,6.0,8.0,3.0,10.0,0.0,20.0,4.0,6.0,0.0,12.0,5.0
17199_hypothetical_protein,4.0,0.0,18.0,0.0,11.0,3.0,17.0,1.0,13.0,3.0,6.0,2.0,2.0,1.0,25.0,3.0,6.0,5.0,7.0,3.0,21.0,3.0,16.0,0.0,6.0,2.0
1719_hypothetical_protein,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17200_Metallo-beta-lactamase_superfamily_protein,133.0,11.0,99.0,12.0,79.0,4.0,,,54.0,12.0,62.0,3.0,49.0,3.0,81.0,16.0,,,44.0,7.0,45.0,6.0,59.0,2.0,47.0,5.0
17201_rpiB,55.0,5.0,124.0,5.0,224.0,2.0,117.0,4.0,67.0,18.0,108.0,3.0,,,147.0,25.0,93.0,34.0,106.0,2.0,118.0,3.0,35.0,1.0,63.0,11.0
17202_hypothetical_protein,263.0,25.0,639.0,32.0,,,712.0,7.0,675.0,35.0,255.0,10.0,237.0,9.0,232.0,44.0,,,314.0,1.0,173.0,1.0,775.0,9.0,185.0,15.0
17203_phnP,53.0,9.0,106.0,16.0,90.0,2.0,142.0,2.0,106.0,15.0,56.0,1.0,74.0,2.0,97.0,17.0,61.0,32.0,65.0,0.0,63.0,4.0,33.0,0.0,67.0,23.0
17204_aminoalkylphosphonic_acid_N-acetyltransferase,87.0,9.0,178.0,22.0,41.0,0.0,222.0,3.0,119.0,24.0,54.0,5.0,137.0,2.0,102.0,15.0,83.0,25.0,63.0,1.0,32.0,0.0,70.0,2.0,60.0,10.0
17205_phnN,206.0,4.0,87.0,21.0,63.0,3.0,97.0,3.0,70.0,10.0,45.0,4.0,124.0,2.0,48.0,16.0,45.0,24.0,50.0,1.0,39.0,0.0,25.0,1.0,48.0,8.0
17206_phnM,30.0,3.0,48.0,4.0,32.0,4.0,25.0,1.0,33.0,1.0,26.0,3.0,31.0,0.0,22.0,8.0,25.0,9.0,29.0,1.0,15.0,1.0,27.0,0.0,17.0,2.0
17207_phnL,10.0,1.0,11.0,0.0,16.0,1.0,20.0,0.0,9.0,0.0,11.0,0.0,25.0,4.0,14.0,8.0,15.0,6.0,19.0,2.0,19.0,0.0,31.0,2.0,8.0,1.0
17208_phnK,14.0,0.0,12.0,1.0,16.0,0.0,,,14.0,0.0,17.0,1.0,15.0,5.0,24.0,10.0,5.0,6.0,15.0,1.0,8.0,0.0,19.0,0.0,,
17209_phnJ,29.0,3.0,19.0,10.0,56.0,4.0,19.0,0.0,28.0,9.0,31.0,1.0,31.0,2.0,26.0,10.0,49.0,17.0,43.0,3.0,24.0,4.0,46.0,1.0,5.0,3.0
1720_hypothetical_protein,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17210_phnI,19.0,1.0,5.0,1.0,30.0,5.0,14.0,0.0,10.0,1.0,20.0,2.0,27.0,1.0,10.0,1.0,23.0,6.0,12.0,2.0,16.0,2.0,22.0,0.0,7.0,1.0
17211_phnH,3.0,0.0,1.0,0.0,16.0,2.0,4.0,0.0,4.0,1.0,7.0,0.0,6.0,0.0,4.0,1.0,7.0,3.0,5.0,1.0,7.0,2.0,15.0,0.0,4.0,1.0
17212_phnG,8.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0
17213_phnF,3.0,3.0,3.0,3.0,10.0,1.0,4.0,0.0,5.0,1.0,7.0,0.0,6.0,0.0,9.0,6.0,8.0,3.0,6.0,2.0,6.0,0.0,12.0,0.0,3.0,0.0
17214_phnE,12.0,1.0,3.0,2.0,,,,,7.0,1.0,5.0,2.0,5.0,0.0,3.0,0.0,8.0,2.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0
17215_phnD,24.0,6.0,27.0,6.0,22.0,3.0,19.0,0.0,16.0,5.0,18.0,1.0,7.0,1.0,11.0,6.0,14.0,15.0,11.0,3.0,8.0,5.0,45.0,0.0,11.0,2.0
17216_phnC,1.0,2.0,3.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,8.0,1.0,10.0,0.0,20.0,4.0,9.0,10.0,14.0,0.0,6.0,1.0,17.0,1.0,1.0,0.0
17217_hypothetical_protein,325.0,18.0,487.0,13.0,228.0,16.0,723.0,2.0,272.0,12.0,120.0,3.0,266.0,8.0,198.0,47.0,188.0,98.0,340.0,5.0,139.0,2.0,82.0,2.0,83.0,22.0
17218_hypothetical_protein,2181.0,1573.0,3018.0,3820.0,4463.0,765.0,3234.0,371.0,1928.0,4332.0,2156.0,551.0,3437.0,608.0,1979.0,2908.0,2576.0,9430.0,2104.0,219.0,1790.0,17.0,2021.0,204.0,1948.0,2425.0
17219_crfC,631.0,72.0,3572.0,151.0,,,,,1528.0,218.0,1096.0,23.0,823.0,70.0,352.0,86.0,657.0,301.0,559.0,9.0,747.0,4.0,589.0,9.0,,
1721_Phage_holin_family_2,2.0,0.0,,,,,,,1.0,0.0,,,,,3.0,0.0,,,,,,,2.0,0.0,,
17220_hypothetical_protein,55.0,5.0,529.0,13.0,80.0,4.0,,,96.0,11.0,135.0,3.0,236.0,6.0,34.0,5.0,95.0,23.0,45.0,1.0,63.0,1.0,43.0,1.0,42.0,4.0
17221_proP_2,1620.0,983.0,3969.0,5303.0,5608.0,422.0,4800.0,187.0,3209.0,2948.0,4109.0,120.0,9501.0,820.0,4342.0,2032.0,3094.0,2677.0,8554.0,33.0,2851.0,19.0,9968.0,135.0,3264.0,1002.0
17222_hypothetical_protein,60.0,70.0,80.0,221.0,161.0,24.0,182.0,19.0,96.0,117.0,159.0,7.0,210.0,35.0,89.0,60.0,142.0,110.0,282.0,3.0,91.0,0.0,157.0,5.0,94.0,26.0
17223_basS,776.0,86.0,877.0,110.0,933.0,59.0,872.0,15.0,751.0,338.0,570.0,75.0,662.0,58.0,688.0,293.0,564.0,412.0,576.0,10.0,542.0,5.0,748.0,18.0,465.0,121.0
17224_basR,760.0,106.0,834.0,93.0,909.0,70.0,934.0,8.0,725.0,241.0,665.0,72.0,817.0,79.0,707.0,367.0,669.0,431.0,754.0,12.0,596.0,6.0,1130.0,33.0,424.0,81.0
17225_eptA,249.0,49.0,464.0,86.0,683.0,119.0,,,288.0,212.0,288.0,70.0,572.0,91.0,433.0,358.0,540.0,404.0,386.0,11.0,395.0,5.0,724.0,13.0,196.0,164.0
17226_adiC,61.0,0.0,103.0,16.0,62.0,4.0,133.0,0.0,71.0,149.0,51.0,1.0,43.0,1.0,47.0,14.0,47.0,31.0,35.0,1.0,40.0,1.0,58.0,3.0,26.0,4.0
17227_gadX_2,234.0,3.0,432.0,70.0,99.0,2.0,1315.0,2.0,272.0,520.0,114.0,4.0,135.0,8.0,69.0,3.0,170.0,86.0,36.0,1.0,97.0,2.0,344.0,2.0,27.0,5.0
17228_adiA,177.0,13.0,257.0,36.0,141.0,21.0,313.0,4.0,169.0,342.0,195.0,5.0,193.0,29.0,3535.0,204.0,143.0,91.0,152.0,8.0,193.0,6.0,255.0,2.0,135.0,23.0
17229_melR,348.0,5.0,282.0,6.0,231.0,19.0,409.0,3.0,574.0,38.0,608.0,5.0,368.0,76.0,834.0,28.0,488.0,68.0,582.0,5.0,1038.0,4.0,132.0,2.0,588.0,54.0
1722_Phage_Tail_Protein_X,0.0,0.0,,,9.0,1.0,,,1.0,1.0,,,,,19.0,7.0,,,,,,,1.0,0.0,,
17230_melA,3947.0,38.0,6312.0,71.0,7199.0,33.0,8974.0,13.0,3430.0,86.0,4244.0,12.0,2548.0,77.0,9454.0,95.0,7821.0,210.0,1885.0,4.0,14336.0,3.0,352.0,9.0,7713.0,54.0
17231_melB,1461.0,29.0,2111.0,47.0,,,2323.0,6.0,906.0,56.0,,,,,,,,,,,,,,,,
17232_yjdF,405.0,14.0,248.0,16.0,338.0,8.0,810.0,7.0,249.0,71.0,,,332.0,20.0,244.0,44.0,212.0,48.0,,,256.0,2.0,280.0,7.0,314.0,48.0
17233_fumB,4983.0,250.0,3413.0,582.0,3655.0,154.0,3801.0,55.0,5587.0,2589.0,3786.0,100.0,7461.0,375.0,10356.0,698.0,2885.0,987.0,6350.0,35.0,2884.0,13.0,10096.0,116.0,2452.0,565.0
17234_dcuB,476.0,10.0,636.0,27.0,334.0,17.0,272.0,2.0,129.0,39.0,746.0,14.0,127.0,3.0,130.0,55.0,70.0,79.0,99.0,14.0,181.0,6.0,70.0,1.0,131.0,31.0
17235_dcuR,499.0,63.0,647.0,68.0,826.0,27.0,988.0,12.0,506.0,89.0,974.0,43.0,279.0,28.0,634.0,104.0,482.0,179.0,503.0,6.0,569.0,2.0,494.0,9.0,637.0,67.0
17236_dcuS,1851.0,240.0,2074.0,297.0,2599.0,104.0,2338.0,36.0,1505.0,363.0,2207.0,146.0,719.0,110.0,2124.0,388.0,1592.0,731.0,1719.0,28.0,1565.0,8.0,1588.0,42.0,1678.0,272.0
17237_hypothetical_protein,393.0,12.0,1646.0,40.0,1034.0,12.0,3605.0,14.0,1907.0,141.0,980.0,5.0,1038.0,31.0,885.0,22.0,1632.0,145.0,1880.0,1.0,912.0,1.0,479.0,4.0,374.0,39.0
17238_Acetyltransferase_-GNAT-_family_protein,1119.0,16.0,4426.0,48.0,84.0,2.0,5665.0,5.0,3093.0,248.0,2238.0,18.0,1998.0,45.0,1550.0,53.0,108.0,14.0,3006.0,6.0,1378.0,3.0,986.0,6.0,514.0,88.0
17239_hypothetical_protein,91.0,1.0,344.0,4.0,105.0,2.0,267.0,0.0,87.0,8.0,105.0,2.0,101.0,2.0,42.0,4.0,49.0,14.0,59.0,4.0,82.0,1.0,23.0,1.0,39.0,4.0
1723_Phage_head_completion_protein_-GPL-,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17240_hypothetical_protein,14.0,1.0,71.0,1.0,,,58.0,0.0,8.0,4.0,10.0,0.0,10.0,1.0,6.0,2.0,9.0,2.0,,,22.0,0.0,7.0,0.0,8.0,0.0
17242_yjdL,837.0,290.0,1689.0,401.0,2553.0,324.0,2571.0,12.0,2442.0,1223.0,2973.0,72.0,1581.0,57.0,306.0,62.0,2520.0,682.0,833.0,17.0,1741.0,7.0,2852.0,35.0,475.0,167.0
17243_cadA,1174.0,127.0,3260.0,254.0,2635.0,126.0,11354.0,38.0,7900.0,38.0,9732.0,125.0,4892.0,127.0,1268.0,339.0,4029.0,800.0,3460.0,35.0,2857.0,10.0,921.0,37.0,1714.0,216.0
17244_cadB,189.0,2.0,878.0,4.0,644.0,3.0,5264.0,1.0,4053.0,7.0,2296.0,2.0,1005.0,1.0,21.0,4.0,610.0,13.0,283.0,4.0,308.0,3.0,70.0,0.0,244.0,5.0
17245_cadC,392.0,36.0,1016.0,152.0,1029.0,71.0,949.0,12.0,504.0,354.0,970.0,98.0,654.0,65.0,206.0,94.0,593.0,624.0,410.0,18.0,886.0,7.0,625.0,25.0,453.0,168.0
17246_yjdC,1179.0,79.0,2410.0,173.0,1905.0,44.0,3020.0,19.0,1961.0,344.0,1863.0,46.0,3450.0,88.0,2241.0,303.0,1424.0,365.0,2868.0,9.0,1021.0,7.0,2060.0,28.0,918.0,206.0
