gene_id	HM1	HM14	HM17	HM3	HM43	HM54	HM56	HM57	HM6	HM66	HM68	HM7	HM86
17276_queG	PROKKA_04198	PROKKA_04351	PROKKA_02106	PROKKA_02634	PROKKA_01852	PROKKA_01438	PROKKA_00219	PROKKA_03422	PROKKA_03361	PROKKA_03154	PROKKA_03940	PROKKA_04096	PROKKA_00121
17278_tsaE	PROKKA_04201	PROKKA_04353	PROKKA_02104	PROKKA_02636	PROKKA_01850	PROKKA_01440	PROKKA_00217	PROKKA_03420	PROKKA_03363	PROKKA_03156	PROKKA_03942	PROKKA_04098	PROKKA_00119
17279_amiB	PROKKA_04202	PROKKA_04354	PROKKA_02103	PROKKA_02637	PROKKA_01849	PROKKA_01441	PROKKA_00216	PROKKA_03419	PROKKA_03364	PROKKA_03157	PROKKA_03943	PROKKA_04099	PROKKA_00118
17280_mutL	PROKKA_04203	PROKKA_04355	PROKKA_02102	PROKKA_02638	PROKKA_01848	PROKKA_01442	PROKKA_00215	PROKKA_03418	PROKKA_03365	PROKKA_03158	PROKKA_03944	PROKKA_04100	PROKKA_00117
17281_miaA	PROKKA_04204	PROKKA_04356	PROKKA_02101	PROKKA_02639	PROKKA_01847	PROKKA_01443	PROKKA_00214	PROKKA_03417	PROKKA_03366	PROKKA_03159	PROKKA_03945	PROKKA_04101	PROKKA_00116
17282_hfq	PROKKA_04205	PROKKA_04357	PROKKA_02100	PROKKA_02640	PROKKA_01846	PROKKA_01444	PROKKA_00213	PROKKA_03416	PROKKA_03367	PROKKA_03160	PROKKA_03946	PROKKA_04102	PROKKA_00115
17283_hflX	PROKKA_04206	PROKKA_04358	PROKKA_02099	PROKKA_02641	PROKKA_01845	PROKKA_01445	PROKKA_00212	PROKKA_03415	PROKKA_03368	PROKKA_03161	PROKKA_03947	PROKKA_04103	PROKKA_00114
17284_hflK_1	PROKKA_04207	PROKKA_04359	PROKKA_02098	PROKKA_02642	PROKKA_01844	PROKKA_01446	PROKKA_00211	PROKKA_03414	PROKKA_03369	PROKKA_03162	PROKKA_03948	PROKKA_04104	PROKKA_00113
17285_hflC	PROKKA_04208	PROKKA_04360	PROKKA_02097	PROKKA_02643	PROKKA_01843	PROKKA_01447	PROKKA_00210	PROKKA_03413	PROKKA_03370	PROKKA_03163	PROKKA_03949	PROKKA_04105	PROKKA_00112
17286_hypothetical_protein	PROKKA_04209	PROKKA_04361	PROKKA_02096	PROKKA_02644	PROKKA_01842	PROKKA_01448	PROKKA_00209	PROKKA_03412	PROKKA_03371	PROKKA_03164	PROKKA_03950	PROKKA_04106	PROKKA_00111
17288_nsrR	PROKKA_04211	PROKKA_04363	PROKKA_02094	PROKKA_02646	PROKKA_01840	PROKKA_01450	PROKKA_00206	PROKKA_03410	PROKKA_03373	PROKKA_03166	PROKKA_03952	PROKKA_04108	PROKKA_00109
17289_rnr	PROKKA_04212	PROKKA_04364	PROKKA_02093	PROKKA_02647	PROKKA_01839	PROKKA_01451	PROKKA_00205	PROKKA_03409	PROKKA_03374	PROKKA_03167	PROKKA_03953	PROKKA_04109	PROKKA_00108
17290_rlmB_2	PROKKA_04213	PROKKA_04365	PROKKA_02092	PROKKA_02648	PROKKA_01838	PROKKA_01452	PROKKA_00204	PROKKA_03408	PROKKA_03375	PROKKA_03168	PROKKA_03954	PROKKA_04110	PROKKA_00107
17295_hypothetical_protein	PROKKA_04218	PROKKA_04376	PROKKA_02087	PROKKA_02653	PROKKA_01833	PROKKA_01463	PROKKA_00199	PROKKA_03403	PROKKA_03380	PROKKA_03173	PROKKA_03959	PROKKA_04116	PROKKA_00101
17296_yjfC	PROKKA_04219	PROKKA_04377	PROKKA_02086	PROKKA_02654	PROKKA_01832	PROKKA_01464	PROKKA_00198	PROKKA_03402	PROKKA_03381	PROKKA_03174	PROKKA_03960	PROKKA_04117	PROKKA_00100
17297_aidB	PROKKA_04220	PROKKA_04378	PROKKA_02085	PROKKA_02655	PROKKA_01831	PROKKA_01465	PROKKA_00197	PROKKA_03401	PROKKA_03382	PROKKA_03175	PROKKA_03961	PROKKA_04118	PROKKA_00099
17299_bsmA	PROKKA_04222	PROKKA_04380	PROKKA_02083	PROKKA_02657	PROKKA_01829	PROKKA_01467	PROKKA_00195	PROKKA_03399	PROKKA_03384	PROKKA_03177	PROKKA_03963	PROKKA_04120	PROKKA_00097
17300_esterase	PROKKA_04223	PROKKA_04381	PROKKA_02082	PROKKA_02658	PROKKA_01828	PROKKA_01468	PROKKA_00194	PROKKA_03398	PROKKA_03385	PROKKA_03178	PROKKA_03964	PROKKA_04121	PROKKA_00096
17301_ulaR	PROKKA_04224	PROKKA_04382	PROKKA_02081	PROKKA_02659	PROKKA_01827	PROKKA_01469	PROKKA_00193	PROKKA_03397	PROKKA_03386	PROKKA_03179	PROKKA_03965	PROKKA_04122	PROKKA_00095
17302_ulaG	PROKKA_04225	PROKKA_04383	PROKKA_02080	PROKKA_02660	PROKKA_01826	PROKKA_01470	PROKKA_00192	PROKKA_03396	PROKKA_03387	PROKKA_03180	PROKKA_03966	PROKKA_04123	PROKKA_00094
17303_ulaA	PROKKA_04226	PROKKA_04384	PROKKA_02079	PROKKA_02661	PROKKA_01825	PROKKA_01471	PROKKA_00191	PROKKA_03395	PROKKA_03388	PROKKA_03181	PROKKA_03967	PROKKA_04124	PROKKA_00093
17304_ulaB	PROKKA_04227	PROKKA_04385	PROKKA_02078	PROKKA_02662	PROKKA_01824	PROKKA_01472	PROKKA_00190	PROKKA_03394	PROKKA_03389	PROKKA_03182	PROKKA_03968	PROKKA_04125	PROKKA_00092
17305_ulaC_1	PROKKA_04228	PROKKA_04386	PROKKA_02077	PROKKA_02663	PROKKA_01823	PROKKA_01473	PROKKA_00189	PROKKA_03393	PROKKA_03390	PROKKA_03183	PROKKA_03969	PROKKA_04126	PROKKA_00091
17306_ulaD	PROKKA_04229	PROKKA_04387	PROKKA_02076	PROKKA_02664	PROKKA_01822	PROKKA_01474	PROKKA_00188	PROKKA_03392	PROKKA_03391	PROKKA_03184	PROKKA_03970	PROKKA_04127	PROKKA_00090
17307_ulaE_2	PROKKA_04230	PROKKA_04388	PROKKA_02074	PROKKA_02665	PROKKA_01821	PROKKA_01475	PROKKA_00187	PROKKA_03391	PROKKA_03392	PROKKA_03185	PROKKA_03971	PROKKA_04128	PROKKA_00089
17308_ulaF	PROKKA_04231	PROKKA_04389	PROKKA_02073	PROKKA_02666	PROKKA_01820	PROKKA_01476	PROKKA_00186	PROKKA_03390	PROKKA_03393	PROKKA_03186	PROKKA_03972	PROKKA_04129	PROKKA_00088
17309_hypothetical_protein	PROKKA_04232	PROKKA_04390	PROKKA_02072	PROKKA_02667	PROKKA_01819	PROKKA_01477	PROKKA_00185	PROKKA_03389	PROKKA_03394	PROKKA_03187	PROKKA_03973	PROKKA_04130	PROKKA_00087
17310_rpsF	PROKKA_04233	PROKKA_04391	PROKKA_02071	PROKKA_02668	PROKKA_01818	PROKKA_01478	PROKKA_00184	PROKKA_03388	PROKKA_03395	PROKKA_03188	PROKKA_03974	PROKKA_04131	PROKKA_00086
17312_rpsR	PROKKA_04235	PROKKA_04393	PROKKA_02069	PROKKA_02670	PROKKA_01816	PROKKA_01480	PROKKA_00183	PROKKA_03386	PROKKA_03397	PROKKA_03190	PROKKA_03976	PROKKA_04133	PROKKA_00084
17313_rplI	PROKKA_04236	PROKKA_04394	PROKKA_02068	PROKKA_02671	PROKKA_01815	PROKKA_01481	PROKKA_00182	PROKKA_03385	PROKKA_03398	PROKKA_03191	PROKKA_03977	PROKKA_04134	PROKKA_00083
17325_fklB	PROKKA_04241	PROKKA_04398	PROKKA_02055	PROKKA_02683	PROKKA_01804	PROKKA_01486	PROKKA_00170	PROKKA_03373	PROKKA_03410	PROKKA_03204	PROKKA_03989	PROKKA_04147	PROKKA_00071
17328_ytfF	PROKKA_04246	PROKKA_04401	PROKKA_02051	PROKKA_02686	PROKKA_01801	PROKKA_01489	PROKKA_00165	PROKKA_03370	PROKKA_03413	PROKKA_03209	PROKKA_03992	PROKKA_04151	PROKKA_00068
17329_qorB	PROKKA_04247	PROKKA_04402	PROKKA_02050	PROKKA_02687	PROKKA_01800	PROKKA_01490	PROKKA_00164	PROKKA_03369	PROKKA_03414	PROKKA_03210	PROKKA_03993	PROKKA_04152	PROKKA_00067
17331_cpdB	PROKKA_04250	PROKKA_04405	PROKKA_02048	PROKKA_02689	PROKKA_01798	PROKKA_01492	PROKKA_00162	PROKKA_03367	PROKKA_03417	PROKKA_03212	PROKKA_03995	PROKKA_04155	PROKKA_00065
17332_cysQ	PROKKA_04251	PROKKA_04406	PROKKA_02047	PROKKA_02690	PROKKA_01797	PROKKA_01494	PROKKA_00161	PROKKA_03366	PROKKA_03418	PROKKA_03213	PROKKA_03996	PROKKA_04156	PROKKA_00064
17333_Bacterial_protein_of_unknown_function_-YtfJ_HI0045-	PROKKA_04252	PROKKA_04408	PROKKA_02046	PROKKA_02691	PROKKA_01796	PROKKA_01495	PROKKA_00160	PROKKA_03365	PROKKA_03419	PROKKA_03214	PROKKA_03997	PROKKA_04157	PROKKA_00063
17334_hypothetical_protein	PROKKA_04253	PROKKA_04409	PROKKA_02045	PROKKA_02692	PROKKA_01795	PROKKA_01496	PROKKA_00159	PROKKA_03364	PROKKA_03420	PROKKA_03215	PROKKA_03998	PROKKA_04158	PROKKA_00062
17335_corC_3	PROKKA_04254	PROKKA_04410	PROKKA_02044	PROKKA_02693	PROKKA_01794	PROKKA_01497	PROKKA_00158	PROKKA_03363	PROKKA_03421	PROKKA_03216	PROKKA_03999	PROKKA_04159	PROKKA_00061
17336_msrA	PROKKA_04256	PROKKA_04412	PROKKA_02042	PROKKA_02695	PROKKA_01792	PROKKA_01499	PROKKA_00156	PROKKA_03361	PROKKA_03423	PROKKA_03218	PROKKA_04001	PROKKA_04162	PROKKA_00059
17339_ytfP	PROKKA_04259	PROKKA_04416	PROKKA_02038	PROKKA_02698	PROKKA_01788	PROKKA_01502	PROKKA_00153	PROKKA_03358	PROKKA_03426	PROKKA_03221	PROKKA_04005	PROKKA_04165	PROKKA_00056
17342_ppa	PROKKA_04260	PROKKA_04417	PROKKA_02036	PROKKA_02701	PROKKA_01785	PROKKA_01503	PROKKA_00152	PROKKA_03356	PROKKA_03429	PROKKA_03223	PROKKA_04007	PROKKA_04166	PROKKA_00055
17343_ytfQ	PROKKA_04261	PROKKA_04418	PROKKA_02035	PROKKA_02702	PROKKA_01784	PROKKA_01504	PROKKA_00151	PROKKA_03355	PROKKA_03430	PROKKA_03224	PROKKA_04008	PROKKA_04167	PROKKA_00054
17344_rbsA_2	PROKKA_04262	PROKKA_04419	PROKKA_02034	PROKKA_02703	PROKKA_01783	PROKKA_01505	PROKKA_00150	PROKKA_03354	PROKKA_03431	PROKKA_03225	PROKKA_04009	PROKKA_04168	PROKKA_00053
17345_ytfT	PROKKA_04263	PROKKA_04420	PROKKA_02033	PROKKA_02704	PROKKA_01782	PROKKA_01506	PROKKA_00149	PROKKA_03353	PROKKA_03432	PROKKA_03226	PROKKA_04010	PROKKA_04169	PROKKA_00052
17346_yjfF	PROKKA_04264	PROKKA_04421	PROKKA_02032	PROKKA_02705	PROKKA_01781	PROKKA_01507	PROKKA_00148	PROKKA_03352	PROKKA_03433	PROKKA_03227	PROKKA_04011	PROKKA_04170	PROKKA_00051
17347_fbp	PROKKA_04265	PROKKA_04422	PROKKA_02031	PROKKA_02706	PROKKA_01780	PROKKA_01508	PROKKA_00147	PROKKA_03351	PROKKA_03434	PROKKA_03228	PROKKA_04012	PROKKA_04171	PROKKA_00050
17348_mpl	PROKKA_04266	PROKKA_04423	PROKKA_02030	PROKKA_02707	PROKKA_01779	PROKKA_01509	PROKKA_00146	PROKKA_03350	PROKKA_03435	PROKKA_03229	PROKKA_04013	PROKKA_04172	PROKKA_00049
17349_hypothetical_protein	PROKKA_04267	PROKKA_04424	PROKKA_02029	PROKKA_02708	PROKKA_01778	PROKKA_01510	PROKKA_00145	PROKKA_03349	PROKKA_03436	PROKKA_03230	PROKKA_04014	PROKKA_04173	PROKKA_00048
17350_peptidase_PmbA	PROKKA_04268	PROKKA_04425	PROKKA_02028	PROKKA_02709	PROKKA_01777	PROKKA_01511	PROKKA_00144	PROKKA_03348	PROKKA_03437	PROKKA_03231	PROKKA_04015	PROKKA_04174	PROKKA_00047
17351_cybC	PROKKA_04269	PROKKA_04426	PROKKA_02027	PROKKA_02710	PROKKA_01776	PROKKA_01512	PROKKA_00143	PROKKA_03347	PROKKA_03438	PROKKA_03232	PROKKA_04016	PROKKA_04175	PROKKA_00046
17352_pflA_1	PROKKA_04270	PROKKA_04427	PROKKA_02026	PROKKA_02711	PROKKA_01775	PROKKA_01513	PROKKA_00142	PROKKA_03346	PROKKA_03439	PROKKA_03233	PROKKA_04017	PROKKA_04176	PROKKA_00045
17353_nrdD	PROKKA_04271	PROKKA_04428	PROKKA_02025	PROKKA_02712	PROKKA_01774	PROKKA_01514	PROKKA_00141	PROKKA_03345	PROKKA_03440	PROKKA_03234	PROKKA_04018	PROKKA_04177	PROKKA_00044
17355_treB	PROKKA_04273	PROKKA_04430	PROKKA_02023	PROKKA_02714	PROKKA_01772	PROKKA_01516	PROKKA_00139	PROKKA_03343	PROKKA_03442	PROKKA_03236	PROKKA_04020	PROKKA_04181	PROKKA_00042
17357_mgtA	PROKKA_04276	PROKKA_04433	PROKKA_02020	PROKKA_02717	PROKKA_01769	PROKKA_01519	PROKKA_00135	PROKKA_03340	PROKKA_03445	PROKKA_03239	PROKKA_04024	PROKKA_04184	PROKKA_00039
17358_ridA	PROKKA_04277	PROKKA_04434	PROKKA_02019	PROKKA_02718	PROKKA_01768	PROKKA_01520	PROKKA_00134	PROKKA_03339	PROKKA_03446	PROKKA_03240	PROKKA_04025	PROKKA_04185	PROKKA_00038
17359_pyrI	PROKKA_04278	PROKKA_04435	PROKKA_02018	PROKKA_02719	PROKKA_01767	PROKKA_01521	PROKKA_00133	PROKKA_03338	PROKKA_03447	PROKKA_03241	PROKKA_04026	PROKKA_04186	PROKKA_00037
17360_pyrB	PROKKA_04279	PROKKA_04436	PROKKA_02017	PROKKA_02720	PROKKA_01766	PROKKA_01522	PROKKA_00132	PROKKA_03337	PROKKA_03448	PROKKA_03242	PROKKA_04027	PROKKA_04187	PROKKA_00036
17364_tabA_3	PROKKA_04284	PROKKA_04442	PROKKA_02010	PROKKA_02724	PROKKA_01760	PROKKA_01526	PROKKA_00125	PROKKA_03331	PROKKA_03452	PROKKA_03249	PROKKA_04034	PROKKA_04191	PROKKA_00030
17366_argI	PROKKA_04288	PROKKA_04445	PROKKA_02009	PROKKA_02726	PROKKA_01759	PROKKA_01528	PROKKA_00124	PROKKA_03330	PROKKA_03455	PROKKA_03250	PROKKA_04035	PROKKA_04193	PROKKA_00029
17367_rraB	PROKKA_04289	PROKKA_04446	PROKKA_02008	PROKKA_02727	PROKKA_01758	PROKKA_01529	PROKKA_00123	PROKKA_03329	PROKKA_03456	PROKKA_03251	PROKKA_04036	PROKKA_04194	PROKKA_00028
17368_Acetyltransferase_-GNAT-_family_protein	PROKKA_04290	PROKKA_04447	PROKKA_02007	PROKKA_02728	PROKKA_01757	PROKKA_01530	PROKKA_00122	PROKKA_03328	PROKKA_03457	PROKKA_03252	PROKKA_04037	PROKKA_04195	PROKKA_00027
17369_yjgN	PROKKA_04291	PROKKA_04451	PROKKA_02006	PROKKA_02729	PROKKA_01755	PROKKA_01531	PROKKA_00121	PROKKA_03327	PROKKA_03458	PROKKA_03253	PROKKA_04038	PROKKA_04197	PROKKA_00026
17370_valS	PROKKA_04292	PROKKA_04452	PROKKA_02005	PROKKA_02730	PROKKA_01754	PROKKA_01532	PROKKA_00120	PROKKA_03326	PROKKA_03459	PROKKA_03254	PROKKA_04039	PROKKA_04198	PROKKA_00025
17371_holC	PROKKA_04293	PROKKA_04453	PROKKA_02004	PROKKA_02731	PROKKA_01753	PROKKA_01533	PROKKA_00119	PROKKA_03325	PROKKA_03460	PROKKA_03255	PROKKA_04040	PROKKA_04199	PROKKA_00024
17372_pepA	PROKKA_04294	PROKKA_04454	PROKKA_02003	PROKKA_02732	PROKKA_01752	PROKKA_01534	PROKKA_00118	PROKKA_03324	PROKKA_03461	PROKKA_03256	PROKKA_04041	PROKKA_04200	PROKKA_00023
17373_lptF_2	PROKKA_04295	PROKKA_04455	PROKKA_02002	PROKKA_02733	PROKKA_01751	PROKKA_01535	PROKKA_00117	PROKKA_03323	PROKKA_03462	PROKKA_03257	PROKKA_04042	PROKKA_04201	PROKKA_00022
17374_lptG_2	PROKKA_04296	PROKKA_04456	PROKKA_02001	PROKKA_02734	PROKKA_01750	PROKKA_01536	PROKKA_00116	PROKKA_03322	PROKKA_03463	PROKKA_03258	PROKKA_04043	PROKKA_04202	PROKKA_00021
17375_AAA-like_domain_protein	PROKKA_04297	PROKKA_04457	PROKKA_02000	PROKKA_02735	PROKKA_01749	PROKKA_01537	PROKKA_00115	PROKKA_03321	PROKKA_03464	PROKKA_03259	PROKKA_04044	PROKKA_04203	PROKKA_00020
17381_ahr	PROKKA_04303	PROKKA_04463	PROKKA_01994	PROKKA_02741	PROKKA_01743	PROKKA_01543	PROKKA_00109	PROKKA_03315	PROKKA_03465	PROKKA_03265	PROKKA_04045	PROKKA_04204	PROKKA_00014
17383_intA_2	PROKKA_04306	PROKKA_04466	PROKKA_01992	PROKKA_02744	PROKKA_03224	PROKKA_04957	PROKKA_00107	PROKKA_03554	PROKKA_01822	PROKKA_03267	PROKKA_03906	PROKKA_02619	PROKKA_01689
17402_fecD	PROKKA_03379	PROKKA_04481	PROKKA_02896	PROKKA_02764	PROKKA_02618	PROKKA_01570	PROKKA_00995	PROKKA_03518	PROKKA_03498	PROKKA_02399	PROKKA_03842	PROKKA_04224	PROKKA_00973
17435_nanS	PROKKA_04313	PROKKA_04528	PROKKA_01956	PROKKA_02797	PROKKA_01691	PROKKA_01614	PROKKA_00086	PROKKA_03566	PROKKA_03564	PROKKA_03295	PROKKA_04056	PROKKA_04247	PROKKA_05065
17437_nanC	PROKKA_04315	PROKKA_04530	PROKKA_01954	PROKKA_02799	PROKKA_01689	PROKKA_01616	PROKKA_00084	PROKKA_03568	PROKKA_03566	PROKKA_03297	PROKKA_04058	PROKKA_04249	PROKKA_05063
17438_xerC_4	PROKKA_04316	PROKKA_00133	PROKKA_01953	PROKKA_03285	PROKKA_01688	PROKKA_02085	PROKKA_04323	PROKKA_03569	PROKKA_04012	PROKKA_03848	PROKKA_04563	PROKKA_04250	PROKKA_05062
17448_uxuA	PROKKA_04326	PROKKA_04536	PROKKA_01941	PROKKA_02810	PROKKA_01676	PROKKA_01629	PROKKA_00073	PROKKA_03579	PROKKA_03579	PROKKA_03309	PROKKA_04069	PROKKA_04260	PROKKA_05052
17451_pdhR_2	PROKKA_04328	PROKKA_04538	PROKKA_01939	PROKKA_02813	PROKKA_01674	PROKKA_01631	PROKKA_00071	PROKKA_03581	PROKKA_03581	PROKKA_03311	PROKKA_04071	PROKKA_04263	PROKKA_05050
17454_iraD	PROKKA_04331	PROKKA_04540	PROKKA_01938	PROKKA_02816	PROKKA_01673	PROKKA_01634	PROKKA_00070	PROKKA_03582	PROKKA_03583	PROKKA_03312	PROKKA_04072	PROKKA_04265	PROKKA_05049
17455_yjiE	PROKKA_04332	PROKKA_04541	PROKKA_01936	PROKKA_02817	PROKKA_01657	PROKKA_01635	PROKKA_00053	PROKKA_03584	PROKKA_03584	PROKKA_03329	PROKKA_04089	PROKKA_04266	PROKKA_05047
17457_yjiG	PROKKA_04334	PROKKA_04543	PROKKA_01934	PROKKA_02819	PROKKA_01655	PROKKA_01637	PROKKA_00051	PROKKA_03586	PROKKA_03586	PROKKA_03331	PROKKA_04091	PROKKA_04268	PROKKA_05045
17461_SdiA-regulated	PROKKA_04338	PROKKA_04547	PROKKA_01928	PROKKA_02823	PROKKA_01649	PROKKA_01641	PROKKA_00047	PROKKA_03591	PROKKA_03591	PROKKA_03336	PROKKA_04096	PROKKA_04273	PROKKA_05041
17463_fldI	PROKKA_04340	PROKKA_04549	PROKKA_01926	PROKKA_02825	PROKKA_01647	PROKKA_01643	PROKKA_00045	PROKKA_03593	PROKKA_03593	PROKKA_03338	PROKKA_04098	PROKKA_04275	PROKKA_05039
17464_fldC	PROKKA_04341	PROKKA_04550	PROKKA_01925	PROKKA_02826	PROKKA_01635	PROKKA_01644	PROKKA_00044	PROKKA_03594	PROKKA_03594	PROKKA_03339	PROKKA_04099	PROKKA_04276	PROKKA_05038
17480_yjiA	PROKKA_04359	PROKKA_04557	PROKKA_01914	PROKKA_02843	PROKKA_01622	PROKKA_01655	PROKKA_00034	PROKKA_03605	PROKKA_03609	PROKKA_03352	PROKKA_04112	PROKKA_04283	PROKKA_05024
17481_hypothetical_protein	PROKKA_04360	PROKKA_04558	PROKKA_01913	PROKKA_02844	PROKKA_01621	PROKKA_01656	PROKKA_00033	PROKKA_03606	PROKKA_03610	PROKKA_03353	PROKKA_04113	PROKKA_04284	PROKKA_05023
17482_yjiY_1	PROKKA_04361	PROKKA_04559	PROKKA_01912	PROKKA_03556	PROKKA_01620	PROKKA_02350	PROKKA_04083	PROKKA_04288	PROKKA_04275	PROKKA_04097	PROKKA_04806	PROKKA_05069	PROKKA_05022
17487_ttuB	PROKKA_04365	PROKKA_04368	PROKKA_04277	PROKKA_02850	PROKKA_03937	PROKKA_04350	PROKKA_02349	PROKKA_01086	PROKKA_01052	PROKKA_01067	PROKKA_01713	PROKKA_04292	PROKKA_02420
17498_yjjM	PROKKA_04377	PROKKA_04562	PROKKA_01906	PROKKA_02861	PROKKA_01612	PROKKA_01665	PROKKA_00026	PROKKA_03613	PROKKA_03614	PROKKA_03361	PROKKA_04122	PROKKA_04303	PROKKA_05015
17499_yjjN	PROKKA_04378	PROKKA_04563	PROKKA_01905	PROKKA_02862	PROKKA_01611	PROKKA_01666	PROKKA_00025	PROKKA_03614	PROKKA_03615	PROKKA_03362	PROKKA_04123	PROKKA_04304	PROKKA_05014
17500_phosphoglycerol_transferase_I	PROKKA_04379	PROKKA_04564	PROKKA_01904	PROKKA_02863	PROKKA_01610	PROKKA_01667	PROKKA_00024	PROKKA_03615	PROKKA_03616	PROKKA_03363	PROKKA_04124	PROKKA_04305	PROKKA_05013
17501_hypothetical_protein	PROKKA_04380	PROKKA_04565	PROKKA_01903	PROKKA_02864	PROKKA_01609	PROKKA_01668	PROKKA_00023	PROKKA_03616	PROKKA_03617	PROKKA_03364	PROKKA_04125	PROKKA_04306	PROKKA_05012
17502_dnaC	PROKKA_04381	PROKKA_04566	PROKKA_01902	PROKKA_02865	PROKKA_01608	PROKKA_01669	PROKKA_00022	PROKKA_03617	PROKKA_03618	PROKKA_03365	PROKKA_04126	PROKKA_04307	PROKKA_05011
17503_dnaT	PROKKA_04382	PROKKA_04567	PROKKA_01901	PROKKA_02866	PROKKA_01607	PROKKA_01670	PROKKA_00021	PROKKA_03618	PROKKA_03619	PROKKA_03366	PROKKA_04127	PROKKA_04308	PROKKA_05010
17504_hypothetical_protein	PROKKA_04383	PROKKA_04568	PROKKA_01900	PROKKA_02867	PROKKA_01606	PROKKA_01671	PROKKA_00020	PROKKA_03619	PROKKA_03620	PROKKA_03367	PROKKA_04128	PROKKA_04309	PROKKA_05009
17505_yjjP	PROKKA_04384	PROKKA_04569	PROKKA_01899	PROKKA_02868	PROKKA_01605	PROKKA_01672	PROKKA_04773	PROKKA_03620	PROKKA_03621	PROKKA_03368	PROKKA_04129	PROKKA_04310	PROKKA_05008
17506_yjjQ	PROKKA_04385	PROKKA_04570	PROKKA_01898	PROKKA_02869	PROKKA_01604	PROKKA_01673	PROKKA_04772	PROKKA_03621	PROKKA_03622	PROKKA_03369	PROKKA_04130	PROKKA_04311	PROKKA_05007
17507_bglJ	PROKKA_04386	PROKKA_04571	PROKKA_01897	PROKKA_02870	PROKKA_01603	PROKKA_01674	PROKKA_04771	PROKKA_03622	PROKKA_03623	PROKKA_03370	PROKKA_04131	PROKKA_04312	PROKKA_05006
17509_hypothetical_protein	PROKKA_04388	PROKKA_04573	PROKKA_01895	PROKKA_02872	PROKKA_01601	PROKKA_01676	PROKKA_04769	PROKKA_03624	PROKKA_03625	PROKKA_03372	PROKKA_04134	PROKKA_04314	PROKKA_05004
17511_holD	PROKKA_04393	PROKKA_04578	PROKKA_01889	PROKKA_02877	PROKKA_01594	PROKKA_01681	PROKKA_04763	PROKKA_03630	PROKKA_03630	PROKKA_03377	PROKKA_04139	PROKKA_04320	PROKKA_04999
17512_mshD	PROKKA_04394	PROKKA_04579	PROKKA_01888	PROKKA_02878	PROKKA_01593	PROKKA_01682	PROKKA_04762	PROKKA_03631	PROKKA_03631	PROKKA_03378	PROKKA_04140	PROKKA_04321	PROKKA_04998
17513_yjjG	PROKKA_04395	PROKKA_04580	PROKKA_01887	PROKKA_02879	PROKKA_01592	PROKKA_01683	PROKKA_04761	PROKKA_03632	PROKKA_03632	PROKKA_03379	PROKKA_04141	PROKKA_04322	PROKKA_04997
17530_prfC	PROKKA_04396	PROKKA_04581	PROKKA_01886	PROKKA_02897	PROKKA_01591	PROKKA_01684	PROKKA_04760	PROKKA_03633	PROKKA_03633	PROKKA_03380	PROKKA_04142	PROKKA_04323	PROKKA_04931
17531_osmY_2	PROKKA_04397	PROKKA_04582	PROKKA_01885	PROKKA_02898	PROKKA_01590	PROKKA_01685	PROKKA_04759	PROKKA_03634	PROKKA_03634	PROKKA_03381	PROKKA_04143	PROKKA_04324	PROKKA_04930
17532_hypothetical_protein	PROKKA_04398	PROKKA_04583	PROKKA_01884	PROKKA_02899	PROKKA_01589	PROKKA_01686	PROKKA_04758	PROKKA_03635	PROKKA_03635	PROKKA_03382	PROKKA_04144	PROKKA_04325	PROKKA_04929
17533_Patatin-like_phospholipase	PROKKA_04399	PROKKA_04584	PROKKA_01883	PROKKA_02900	PROKKA_01588	PROKKA_01687	PROKKA_04757	PROKKA_03636	PROKKA_03636	PROKKA_03383	PROKKA_04145	PROKKA_04326	PROKKA_04928
17534_yjjV	PROKKA_04400	PROKKA_04585	PROKKA_01882	PROKKA_02901	PROKKA_01587	PROKKA_01688	PROKKA_04756	PROKKA_03637	PROKKA_03637	PROKKA_03384	PROKKA_04146	PROKKA_04327	PROKKA_04927
17538_deoA	PROKKA_04404	PROKKA_04589	PROKKA_01878	PROKKA_02905	PROKKA_01583	PROKKA_01693	PROKKA_04752	PROKKA_03641	PROKKA_03641	PROKKA_03388	PROKKA_04151	PROKKA_04332	PROKKA_04922
17539_deoB_2	PROKKA_04405	PROKKA_04590	PROKKA_01877	PROKKA_02906	PROKKA_01582	PROKKA_01694	PROKKA_04751	PROKKA_03642	PROKKA_03642	PROKKA_03389	PROKKA_04152	PROKKA_04334	PROKKA_04921
17540_deoD	PROKKA_04406	PROKKA_04591	PROKKA_01876	PROKKA_02907	PROKKA_01581	PROKKA_01695	PROKKA_04750	PROKKA_03643	PROKKA_03643	PROKKA_03390	PROKKA_04153	PROKKA_04335	PROKKA_04920
17542_lplA	PROKKA_04408	PROKKA_04593	PROKKA_01874	PROKKA_02909	PROKKA_01579	PROKKA_01697	PROKKA_04748	PROKKA_03645	PROKKA_03646	PROKKA_03392	PROKKA_04155	PROKKA_04337	PROKKA_04918
17543_hypothetical_protein	PROKKA_04409	PROKKA_04594	PROKKA_01873	PROKKA_02910	PROKKA_01578	PROKKA_01698	PROKKA_04747	PROKKA_03646	PROKKA_03647	PROKKA_03393	PROKKA_04156	PROKKA_04338	PROKKA_04917
