"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86"
"17035_hypothetical_protein",2324,571,3148,1228,2192,249,3618,134,1867,2447,1575,309,1631,255,1502,1081,1212,1859,1539,51,1384,40,4269,196,1313,645
"17036_hypothetical_protein",527,107,970,194,707,23,1279,11,895,606,495,42,622,56,533,179,507,360,495,5,298,2,746,21,425,236
"17037_hypothetical_protein",2950,9,6942,74,7872,48,10507,16,10026,461,7394,36,5179,94,6270,134,8023,493,7789,7,3507,3,4094,12,3193,144
"17038_uspD",7844,17,12930,61,7225,21,12403,13,12812,298,7926,23,7267,128,3905,60,6924,240,7040,6,4432,4,2834,8,2974,82
"17039_fpr",2588,196,5010,856,2780,115,5615,50,4430,1731,2274,70,2265,192,1919,658,1772,540,2302,13,1183,8,2531,52,1810,325
"17040_glpX",1122,438,1611,654,1498,178,1820,152,2156,887,1001,184,1033,142,774,446,619,1445,888,28,947,13,696,72,621,648
"17041_glpK",5978,86,21122,264,9437,220,9677,29,47458,311,10256,82,4497,262,5579,534,8627,737,25408,16,4464,5,1417,38,2860,138
"17042_glpF",2426,58,4807,74,1036,66,1748,10,14131,76,2238,12,1013,54,758,144,2450,146,5704,12,2313,3,392,7,1021,40
"17043_zapB",5277,424,7112,1879,7484,321,7447,170,6861,4881,6137,499,9781,681,7690,1550,5764,4466,6875,90,5767,23,7181,310,6966,2117
"17044_rraA",3819,903,6596,3178,5452,518,10054,894,8485,4968,7746,1522,7295,1276,11142,4026,4532,3657,9455,163,9513,52,13663,1034,11956,3702
"17045_menA",190,159,479,499,656,51,389,28,369,496,673,116,287,127,317,349,267,1035,249,18,225,4,379,28,381,480
"17046_hslU",9423,1707,7040,2828,10125,1358,6697,279,9019,3103,7929,709,9365,2226,9455,4355,7531,7634,6002,144,4692,30,23589,254,3709,3203
"17047_hslV",3779,651,2975,1163,2829,370,2704,108,2798,1136,1715,231,1912,597,2273,1275,1576,2209,1463,47,1169,12,6383,84,926,861
"17048_ftsN",3864,609,3134,1099,3965,238,2970,87,2596,1262,2599,292,2208,331,2682,1426,1630,2503,1910,68,1594,3,3021,140,2120,952
"17049_cytR",2941,267,4384,380,4173,116,4872,43,5140,606,3902,107,3136,232,3827,671,2597,803,3072,13,2896,4,3898,51,2903,522
"17050_priA",603,251,919,484,1419,161,986,58,869,379,1080,179,677,136,675,608,530,1264,533,40,451,5,389,95,610,451
"17051_rpmE",978,1435,1301,2744,2421,347,1418,161,1094,4495,1505,548,1780,773,1376,2395,1371,3941,740,180,1445,24,1191,243,1231,2167
"17057_hypothetical_protein",525,56,1118,218,311,18,468,10,935,182,752,38,523,33,599,153,494,126,803,12,262,3,42,15,337,110
"17058_metJ",4689,249,4903,1156,4720,104,2993,95,8464,2573,3132,176,4394,91,3925,450,3785,1271,4855,30,1586,12,587,87,1030,578
"17059_metB",21994,382,19820,884,20924,195,6668,87,62472,2479,37454,251,60557,220,41949,960,29648,1248,74557,18,17654,18,1735,82,5380,902
"17060_metL",16178,504,12299,708,20681,195,5580,41,29779,1310,34875,157,50476,168,24002,550,32654,1062,52526,18,13846,17,1665,66,7174,617
"17061_metF",31163,24,37446,134,48730,104,18797,12,102819,4661,68724,35,153911,150,70753,65,49510,116,136492,6,22955,6,232,21,19333,369
"17062_katG",14440,1962,9388,8254,13320,1594,13501,3798,13782,6563,16046,616,24296,4410,21841,15942,15151,10884,25510,114,9834,33,33270,1716,12669,3100
"17065_gldA_1",3676,23,1682,69,4340,148,763,7,984,14,4125,44,5505,62,3489,197,3904,562,6082,11,4430,2,8734,26,1956,170
"17066_fsaB",1147,16,131,5,1690,92,100,1,111,16,911,42,1535,107,1045,166,1425,481,1528,4,2097,2,1857,24,650,112
"17069_fryB_2",943,1,116,5,350,5,115,0,145,10,99,1,62,5,95,10,193,19,80,0,1324,0,20,0,61,5
"17070_hpdB",1088,21,403,38,1615,19,418,3,297,81,394,9,343,29,4107,1335,535,105,333,9,3938,7,168,7,351,29
"17071_bssD_1",478,16,157,20,786,5,208,2,176,36,268,5,141,17,229,34,175,66,191,3,1278,4,97,9,187,26
"17072_manP_3",194,2,49,5,217,7,52,0,45,10,103,6,46,4,114,19,74,24,67,1,339,0,37,2,90,9
"17073_btr",551,18,860,66,584,30,888,11,581,122,432,15,553,36,453,107,402,115,444,10,387,4,712,9,499,62
"17074_eptC",1941,622,3515,2105,6545,321,4330,140,3309,2861,6166,426,4827,1039,3892,1533,4577,3457,2376,83,3171,33,5531,130,2891,2120
"17075_ppc",11134,1077,18507,2271,20623,826,17939,211,19796,4324,15173,347,15116,773,11122,2574,13592,3700,11299,69,10927,30,25041,203,16963,2001
"17076_argE_2",4138,229,5859,268,7586,86,4528,23,8419,581,4449,76,3733,141,6177,264,4769,292,2308,9,4129,5,3066,36,2894,371
"17077_argC",6304,381,9883,246,13938,55,5493,13,16630,690,6972,90,3825,104,10441,192,11287,425,2123,7,8029,3,3193,21,3410,278
"17078_argB",8650,439,10287,246,18573,61,3953,10,13015,694,4261,88,5602,96,9048,149,13222,580,2459,5,8354,4,2832,14,2932,280
"17079_argH",13792,800,19945,608,20761,134,8634,44,22282,2926,7153,255,11669,261,21206,399,22611,1214,5860,14,16459,7,7304,71,10418,1009
"17080_rspA_1",2367,9,3967,24,1424,21,843,3,6333,34,126,3,236,75,487,22,2006,57,2852,5,1150,6,101,2,1989,177
"17082_oxyR_1",5740,1048,9550,2777,8294,428,6550,78,9517,2863,10398,367,11174,1716,8142,2449,7871,4285,9738,102,7238,19,12976,356,10544,3085
"17083_sthA",8119,356,6874,2084,7042,107,9878,129,15686,4733,5594,96,10159,249,14412,954,3680,446,12017,23,3455,11,8429,98,3490,689
"17084_fabR",2522,218,2306,314,1805,69,2200,31,2176,706,1863,106,2445,230,2766,606,983,403,2353,19,1126,2,4182,54,1665,414
"17085_yijD",855,60,1041,105,957,21,790,8,823,168,873,25,1126,101,1083,210,493,194,873,6,580,2,1441,24,748,172
"17086_trmA",868,542,1322,1116,2536,306,1124,100,878,1417,550,191,608,237,638,1201,427,2116,483,59,517,8,524,74,567,1171
"17088_murI",724,313,1099,834,2441,182,1291,67,1152,1673,1690,186,1392,236,1389,1107,1194,1554,1372,34,1189,12,1938,129,1392,761
"17089_murB",2762,566,4304,1035,5431,275,4634,59,3724,2474,2433,181,2553,331,2540,1121,1933,2269,2298,45,2077,7,2805,86,2553,1052
"17090_birA",1136,227,2025,629,2605,101,2685,45,2412,1931,2035,129,1391,169,1326,577,1556,1546,1428,23,1071,3,1788,57,1574,686
"17091_coaA_2",1624,714,3474,1488,3715,235,3821,129,2472,3518,2089,381,1392,503,2025,1565,1133,2099,1237,67,1542,12,3270,160,1467,1166
"17093_preprotein_translocase_subunit_SecE",3778,2300,8525,6493,15268,1047,11375,551,8108,9036,9256,1540,7837,1773,7980,4904,6025,13304,6019,264,5488,53,5975,628,5731,7221
"17094_hypothetical_protein",2458,1190,4145,3970,7785,541,5745,320,4693,5348,2556,476,7256,2198,4221,2816,3233,8308,1745,77,2900,28,3354,428,2951,4463
"17095_rplK",7189,7114,9702,14824,15217,2057,7889,825,9280,16763,10562,2840,13957,3972,9522,9654,9170,28538,7252,426,7328,77,4975,1076,7310,10364
"17096_rplA",11447,13098,12071,19980,35564,5738,9685,1359,11162,24718,16602,5458,39293,13075,14960,19641,19467,68613,11082,843,11369,138,8433,1965,12094,19301
"17097_rplJ",18790,45103,38328,134287,67219,13231,39839,8595,40573,173029,54502,28297,52155,28464,46789,80170,41029,254406,31323,3743,31722,773,30963,8918,43597,98259
"17098_rplL",25355,48538,44630,146207,81108,15047,53288,9691,50249,333376,70801,27612,72630,40698,62258,78256,46177,195378,41083,4172,45604,877,41585,8553,57879,110481
"17100_rpoC",29489,18982,25483,36677,28749,5163,17272,2351,19821,46725,31615,6571,35172,10433,27491,21834,25863,51593,33032,1071,33263,194,19908,2231,41814,23212
"17103_thiG",78,7,102,28,77,8,90,3,73,13,56,5,88,2,58,30,70,28,79,1,63,0,130,8,52,15
"17104_thiS",7,3,22,14,28,3,33,5,16,8,17,1,34,5,16,14,21,12,13,0,21,0,34,0,8,4
"17105_thiF",49,11,62,31,76,5,52,10,68,10,66,4,119,9,82,66,80,66,84,2,67,0,118,4,24,13
"17106_thiE",27,10,24,29,37,2,40,3,34,6,45,3,38,2,43,19,28,18,60,2,22,2,69,0,22,7
"17107_thiC",313,47,327,176,309,50,454,37,303,64,192,10,324,34,234,183,189,278,256,8,191,5,525,15,172,66
"17108_rsd",1643,40,1431,48,1718,12,2736,10,2191,210,1890,37,2674,122,3380,223,1298,173,2540,9,1295,5,3531,25,1344,187
"17109_nudC",542,86,897,219,1483,48,1030,26,707,394,1295,49,1340,126,1186,297,879,477,1294,9,610,0,1075,29,628,309
"17110_hemE",2522,565,2132,1264,2992,198,2345,130,2261,748,2746,272,2225,144,2551,943,2173,2020,2623,60,1728,9,2585,146,2556,778
"17111_nfi",289,60,427,100,325,21,540,10,428,101,320,23,351,6,222,67,195,175,280,5,145,0,282,8,194,57
"17112_hypothetical_protein",1287,517,2417,1423,2668,247,3221,136,2345,3217,1892,309,1846,437,1614,1062,1324,2071,1701,53,1042,7,1948,98,1298,924
"17113_hupA",30866,3179,36669,6520,42728,805,35972,434,36533,21874,29325,1599,36046,3075,30197,5664,24344,12247,27903,311,19617,93,32482,1226,17271,8575
"17114_hypothetical_protein",1267,408,952,596,1202,177,867,57,794,997,914,197,850,170,917,986,584,1345,815,60,736,14,682,80,623,439
"17115_zraP",25,11,69,10,54,11,108,1,43,20,24,0,65,8,27,2,51,18,50,0,50,0,32,0,30,28
"17117_zraS",192,43,336,95,260,32,338,7,314,129,235,15,171,25,279,92,204,200,259,7,162,3,239,3,223,64
"17120_purH",639,391,761,993,1363,302,953,78,818,577,662,102,918,98,909,882,558,1404,445,26,386,6,529,89,392,403
"17121_yjaB_2",479,34,304,38,129,17,268,3,163,52,111,10,201,18,177,28,122,99,144,6,195,1,237,10,188,31
"17122_metA",9529,13,21055,107,27891,106,12948,11,50751,2722,91423,61,49910,155,30459,45,38346,185,81385,11,14914,6,294,15,8364,739
"17123_aceB",1129,17,964,58,2146,40,1498,8,2202,159,1385,6,1805,33,2336,31,1837,130,2052,5,3120,3,532,5,448,67
"17124_aceA",814,10,528,47,1270,14,639,3,1010,37,539,9,1023,12,1647,33,1095,72,907,1,2425,3,245,6,261,22
"17127_iclR",628,136,869,462,1733,130,1002,45,886,848,1296,219,1444,89,1036,602,838,822,1043,29,666,11,1064,97,986,496
"17130_pepE",1032,10,920,77,649,9,587,9,704,92,455,4,463,7,422,9,244,30,352,0,222,1,101,2,261,16
"17132_hypothetical_protein",1118,21,1559,98,1241,33,1866,10,1413,195,1069,35,1363,58,974,142,1098,175,1176,5,1305,3,1113,14,1072,87
"17136_lysC",5313,168,10270,448,15034,222,6821,44,6243,1103,10453,69,7594,239,7547,521,10578,1009,7243,16,7088,11,2655,40,8524,408
"17137_pgi",6378,1862,10577,6297,10395,1022,13149,296,11068,11794,7152,652,9522,1331,7911,3520,7008,6925,10383,107,6189,26,7826,330,4664,2811
"17138_Exopolysaccharide_production_protein_YjbE",18,8,16,1,24,0,17,0,9,2,34,5,12,0,5,3,4,7,38,0,7,0,429,2,55,9
"17139_gfcB_1",37,5,40,6,15,2,73,0,43,5,10,4,11,3,10,2,10,15,10,0,5,1,86,0,16,8
"17140_hypothetical_protein",32,17,24,4,10,1,34,0,24,2,9,0,9,0,6,4,6,7,7,0,6,0,77,0,9,1
"17141_hypothetical_protein",172,23,5440,3339,239,10,5889,182,958,231,88,6,84,4,102,26,47,26,99,3,89,5,164,1,74,25
"17142_phosphate-starvation-inducible_protein_PsiE",916,36,1930,93,903,23,2155,5,617,91,714,13,1980,112,350,36,1655,160,876,5,516,4,4129,6,542,53
"17144_malG",1527,5,135,3,1640,18,153,2,813,5,151,3,506,13,1312,7,330,14,648,1,113,0,40,0,1186,15
"17146_malE",32501,12,2756,52,25632,264,1659,28,20480,107,2161,21,6403,524,35493,54,9227,295,13786,6,2726,3,264,9,15022,142
"17148_malK",12387,2,1986,8,11582,144,1366,6,10332,6,518,12,2457,180,20503,8,3868,54,5820,3,1014,1,51,1,7094,21
"17150_maltose_regulon_periplasmic_protein",7209,10,588,38,7962,163,417,8,2777,24,412,6,1778,158,6627,46,765,106,2912,3,322,1,82,2,2552,30
"17155_ubiA",442,70,1014,178,1029,23,1179,12,1175,463,764,32,904,63,726,148,661,265,868,12,559,2,1173,14,664,160
"17156_plsB",4893,1984,6053,3561,6705,764,6474,273,7586,7182,5539,834,4979,897,5675,3124,3124,5760,4425,143,3646,27,7805,277,3083,2310
"17157_dgkA",448,33,956,134,958,27,1152,17,910,219,538,39,453,67,352,152,296,286,362,9,295,1,332,12,363,245
"17158_lexA_1",3024,780,3507,1054,10264,513,2873,87,3062,1547,4431,592,5212,589,6309,3997,4008,5819,5015,140,5413,29,4115,488,5669,2656
"17160_hypothetical_protein",737,43,2525,58,447,19,3328,11,1467,146,295,9,1157,18,459,63,276,100,1037,1,363,0,276,18,111,31
"17161_zur",832,77,770,100,607,31,405,8,520,144,392,26,470,27,345,114,363,215,544,2,405,2,425,9,367,104
"17164_pspG",101,31,235,65,284,63,250,20,127,106,237,79,157,247,103,217,114,214,175,14,117,4,120,48,107,201
"17165_qorA",1245,35,2456,81,1659,38,3595,6,2207,163,1971,19,1904,39,1476,116,1148,192,3106,5,1054,2,1556,7,879,82
"17166_dnaB",2316,674,3480,1883,4506,388,2670,121,3717,2533,1721,306,2273,398,2238,1727,2798,3129,1545,50,1849,10,1934,177,1723,885
"17168_tyrB",4211,644,5189,966,6602,387,6608,96,10584,3231,6438,140,7241,611,7470,1891,6474,2115,6234,30,6904,21,7252,161,7968,1418
"17170_aphA",1240,36,1951,100,2014,33,1555,4,2104,123,1286,10,1229,59,1819,94,1373,193,1235,7,1385,5,1480,9,1044,64
"17171_hypothetical_protein",3110,125,4319,299,2313,46,6758,32,3800,604,2212,35,4314,142,2608,283,2852,417,3256,13,2581,4,3626,16,2367,218
"17172_hypothetical_protein",542,18,698,69,483,18,877,12,569,131,553,21,1267,41,856,121,637,130,881,5,990,3,968,8,691,57
"17173_uvrA",5874,1493,5011,1803,6820,454,5733,100,6249,2196,4819,273,4683,371,5707,2082,4130,3422,3767,63,4085,11,3812,178,4163,1399
"17175_hypothetical_protein",155,50,206,131,84,7,240,7,65,187,31,6,67,25,25,25,33,61,26,0,33,0,63,6,28,55
"17176_yjcC_1",572,35,1441,54,1288,22,2030,6,823,213,1097,47,1378,72,987,125,1223,212,1569,13,1208,9,1201,19,510,122
"17177_soxS",210,117,202,172,275,113,137,19,201,92,123,34,144,98,347,124,177,97,206,9,141,4,200,92,114,37
"17178_soxR",325,30,364,43,424,17,609,4,322,84,238,8,239,21,248,55,195,88,261,0,207,2,138,7,193,52
"17182_actP",1251,26,705,39,457,17,583,2,357,39,176,12,470,38,463,48,239,85,440,9,145,4,126,5,122,24
"17183_yjcH",155,3,176,7,63,2,117,0,71,9,39,0,50,2,171,4,60,16,144,0,31,0,26,1,42,5
"17184_acs",5310,14,2097,48,1846,35,2300,7,2160,86,696,8,1305,64,5058,51,1652,165,4323,6,883,8,874,7,203,33
"17185_nrfA",1577,12,571,34,793,10,261,7,234,77,437,3,1158,15,356,51,373,41,496,7,474,8,527,6,372,35
"17187_ydhX_1",128,1,71,0,143,2,30,0,22,2,36,2,83,2,21,2,30,2,17,1,13,0,30,1,13,1
"17188_Polysulfide_reductase-_NrfD",344,1,180,5,452,4,139,0,86,2,190,0,280,2,58,4,87,17,68,2,45,3,99,0,55,6
"17190_ccmH_2",46,4,50,13,60,0,39,0,53,26,46,3,57,2,24,3,20,11,38,2,19,2,30,1,18,4
"17193_Sel1_repeat_protein",3058,253,3307,670,2387,36,3830,77,2901,669,890,122,1052,118,992,269,652,378,793,9,837,6,1092,71,858,260
"17196_mdtP_2",54,6,65,14,67,5,76,1,78,11,67,3,70,7,78,22,59,32,73,4,97,2,21,3,37,15
"17197_mdtO",35,5,58,8,53,4,71,3,70,14,78,3,85,3,109,29,48,20,74,11,81,4,50,1,43,9
"17198_mdtN",3,2,20,4,13,0,29,0,18,1,13,0,7,1,14,6,8,3,10,0,20,4,6,0,12,5
"17199_hypothetical_protein",4,0,18,0,11,3,17,1,13,3,6,2,2,1,25,3,6,5,7,3,21,3,16,0,6,2
"17203_phnP",53,9,106,16,90,2,142,2,106,15,56,1,74,2,97,17,61,32,65,0,63,4,33,0,67,23
"17204_aminoalkylphosphonic_acid_N-acetyltransferase",87,9,178,22,41,0,222,3,119,24,54,5,137,2,102,15,83,25,63,1,32,0,70,2,60,10
"17205_phnN",206,4,87,21,63,3,97,3,70,10,45,4,124,2,48,16,45,24,50,1,39,0,25,1,48,8
"17206_phnM",30,3,48,4,32,4,25,1,33,1,26,3,31,0,22,8,25,9,29,1,15,1,27,0,17,2
"17207_phnL",10,1,11,0,16,1,20,0,9,0,11,0,25,4,14,8,15,6,19,2,19,0,31,2,8,1
"17209_phnJ",29,3,19,10,56,4,19,0,28,9,31,1,31,2,26,10,49,17,43,3,24,4,46,1,5,3
"17210_phnI",19,1,5,1,30,5,14,0,10,1,20,2,27,1,10,1,23,6,12,2,16,2,22,0,7,1
"17211_phnH",3,0,1,0,16,2,4,0,4,1,7,0,6,0,4,1,7,3,5,1,7,2,15,0,4,1
"17212_phnG",8,0,3,2,4,0,1,0,2,2,4,0,3,0,3,1,2,1,4,0,0,0,7,0,3,0
"17213_phnF",3,3,3,3,10,1,4,0,5,1,7,0,6,0,9,6,8,3,6,2,6,0,12,0,3,0
"17215_phnD",24,6,27,6,22,3,19,0,16,5,18,1,7,1,11,6,14,15,11,3,8,5,45,0,11,2
"17216_phnC",1,2,3,1,8,0,1,0,1,1,8,1,10,0,20,4,9,10,14,0,6,1,17,1,1,0
"17217_hypothetical_protein",325,18,487,13,228,16,723,2,272,12,120,3,266,8,198,47,188,98,340,5,139,2,82,2,83,22
"17218_hypothetical_protein",2181,1573,3018,3820,4463,765,3234,371,1928,4332,2156,551,3437,608,1979,2908,2576,9430,2104,219,1790,17,2021,204,1948,2425
"17221_proP_2",1620,983,3969,5303,5608,422,4800,187,3209,2948,4109,120,9501,820,4342,2032,3094,2677,8554,33,2851,19,9968,135,3264,1002
"17222_hypothetical_protein",60,70,80,221,161,24,182,19,96,117,159,7,210,35,89,60,142,110,282,3,91,0,157,5,94,26
"17223_basS",776,86,877,110,933,59,872,15,751,338,570,75,662,58,688,293,564,412,576,10,542,5,748,18,465,121
"17224_basR",760,106,834,93,909,70,934,8,725,241,665,72,817,79,707,367,669,431,754,12,596,6,1130,33,424,81
"17226_adiC",61,0,103,16,62,4,133,0,71,149,51,1,43,1,47,14,47,31,35,1,40,1,58,3,26,4
"17227_gadX_2",234,3,432,70,99,2,1315,2,272,520,114,4,135,8,69,3,170,86,36,1,97,2,344,2,27,5
"17228_adiA",177,13,257,36,141,21,313,4,169,342,195,5,193,29,3535,204,143,91,152,8,193,6,255,2,135,23
"17229_melR",348,5,282,6,231,19,409,3,574,38,608,5,368,76,834,28,488,68,582,5,1038,4,132,2,588,54
"17230_melA",3947,38,6312,71,7199,33,8974,13,3430,86,4244,12,2548,77,9454,95,7821,210,1885,4,14336,3,352,9,7713,54
"17233_fumB",4983,250,3413,582,3655,154,3801,55,5587,2589,3786,100,7461,375,10356,698,2885,987,6350,35,2884,13,10096,116,2452,565
"17234_dcuB",476,10,636,27,334,17,272,2,129,39,746,14,127,3,130,55,70,79,99,14,181,6,70,1,131,31
"17235_dcuR",499,63,647,68,826,27,988,12,506,89,974,43,279,28,634,104,482,179,503,6,569,2,494,9,637,67
"17236_dcuS",1851,240,2074,297,2599,104,2338,36,1505,363,2207,146,719,110,2124,388,1592,731,1719,28,1565,8,1588,42,1678,272
"17237_hypothetical_protein",393,12,1646,40,1034,12,3605,14,1907,141,980,5,1038,31,885,22,1632,145,1880,1,912,1,479,4,374,39
"17238_Acetyltransferase_-GNAT-_family_protein",1119,16,4426,48,84,2,5665,5,3093,248,2238,18,1998,45,1550,53,108,14,3006,6,1378,3,986,6,514,88
"17239_hypothetical_protein",91,1,344,4,105,2,267,0,87,8,105,2,101,2,42,4,49,14,59,4,82,1,23,1,39,4
"17242_yjdL",837,290,1689,401,2553,324,2571,12,2442,1223,2973,72,1581,57,306,62,2520,682,833,17,1741,7,2852,35,475,167
"17243_cadA",1174,127,3260,254,2635,126,11354,38,7900,38,9732,125,4892,127,1268,339,4029,800,3460,35,2857,10,921,37,1714,216
"17244_cadB",189,2,878,4,644,3,5264,1,4053,7,2296,2,1005,1,21,4,610,13,283,4,308,3,70,0,244,5
"17245_cadC",392,36,1016,152,1029,71,949,12,504,354,970,98,654,65,206,94,593,624,410,18,886,7,625,25,453,168
"17246_yjdC",1179,79,2410,173,1905,44,3020,19,1961,344,1863,46,3450,88,2241,303,1424,365,2868,9,1021,7,2060,28,918,206
"17247_dsbD",1225,218,1864,518,2251,140,1993,53,1918,602,1342,66,1752,171,1175,410,1229,905,1222,19,970,6,2767,37,1288,267
"17248_cutA",1268,103,1671,378,1731,98,1893,77,1853,694,1120,63,1560,131,1151,499,1007,793,1438,21,1088,1,3095,31,1204,317
"17249_dcuA",4568,102,5336,528,5661,111,5487,39,3813,490,4035,78,6329,354,3251,449,3927,831,2948,23,3227,13,4070,44,2451,448
"17250_aspA",6963,237,10910,664,9840,282,10749,92,8660,902,10308,221,4265,459,8913,503,4957,1266,5925,21,5647,11,2916,85,5703,679
"17251_phage_T7_F_exclusion_suppressor_FxsA",1343,73,1367,68,978,57,1169,8,489,68,486,20,313,95,536,70,364,96,277,1,514,1,1643,13,212,86
"17252_yjeH",742,176,1407,208,651,34,1206,16,884,248,1062,45,814,94,902,240,656,214,1066,12,958,9,878,29,1049,236
"17253_groS",24855,2434,22554,6246,30291,2200,19433,305,22718,9581,11230,820,13452,4133,15375,5613,12686,11134,9027,137,7410,34,43353,319,4246,5643
"17254_groL",62698,3671,45226,9076,49811,3671,36294,639,51472,9399,21387,1222,37370,6895,29312,6820,26470,16252,21995,190,14471,59,68705,521,8561,6752
"17255_hypothetical_protein",5684,249,6015,289,6307,74,7337,39,6607,732,4629,41,6208,172,5310,383,3513,552,4885,11,3705,11,4485,41,3610,412
"17256_hypothetical_protein",447,29,594,29,794,11,695,5,441,40,666,27,335,29,424,92,367,172,313,7,453,2,279,6,219,79
"17257_epmB",1278,518,2706,860,3009,264,2992,112,1861,1161,1757,302,1191,169,1316,1050,1355,2389,1407,43,948,8,1814,120,1121,668
"17258_efp",1403,996,3888,2251,4103,251,4226,179,3568,3889,2820,562,3210,603,4338,2103,1742,3869,2090,61,2177,10,2151,168,2264,2071
"17260_entericidin_B_membrane_lipoprotein",296,84,1176,123,262,23,1376,11,429,39,1387,44,843,30,1109,97,579,208,2197,13,886,0,94,9,91,23
"17261_sugE",399,26,537,52,4006,45,1481,15,405,52,169,11,182,4,228,191,181,132,245,3,252,0,92,8,193,44
"17262_blc",410,0,1602,26,152,3,1264,4,822,30,653,2,1173,16,749,11,382,24,1555,4,723,1,130,0,61,6
"17263_ampC",455,55,843,406,596,24,783,39,633,660,495,48,456,63,356,137,229,288,244,13,244,3,318,10,241,141
"17264_frdD",321,11,244,16,328,8,180,0,112,17,150,5,147,17,143,33,94,79,80,0,107,2,80,1,72,9
"17265_frdC",527,5,534,10,629,3,433,1,281,17,358,6,191,5,159,8,127,10,143,2,155,0,181,3,101,3
"17266_frdB",1208,7,1293,29,1199,15,681,1,401,20,936,10,381,7,407,21,326,65,415,1,393,0,243,5,434,29
"17267_frdA",2972,43,2995,99,1378,32,1819,10,940,53,3816,52,1055,17,1392,86,961,162,1556,3,2000,3,643,10,1669,66
"17268_epmA",332,408,746,1500,1022,238,642,142,435,1146,365,300,241,195,222,1013,190,2752,205,68,268,7,170,229,282,1155
"17269_yjeM",124,168,494,568,167,64,440,18,176,481,126,56,187,65,77,277,80,663,68,14,113,4,307,28,130,182
"17272_mscM",956,499,716,589,1236,187,782,57,1041,730,860,156,1009,90,1035,667,1077,1655,792,29,649,10,3239,45,576,551
"17273_psd",3230,1468,3437,1811,6281,512,4971,192,4082,1955,4000,480,3379,524,2619,1921,2398,5602,3102,87,1938,16,10612,154,2149,1852
"17274_rsgA",1462,760,2796,1017,3797,431,3037,62,2409,1135,2031,238,1540,241,1298,947,1664,2866,1847,48,1672,6,4511,82,1940,1135
"17275_orn",779,232,1405,650,1076,61,1527,55,1576,1022,625,68,645,74,825,423,564,794,688,17,440,4,841,33,506,294
"17276_queG",998,517,1862,1161,1191,164,1878,99,1536,2181,961,143,739,123,693,608,893,1452,1146,38,629,5,936,107,705,387
"17278_tsaE",978,216,2931,880,2175,138,3671,70,3022,2186,1714,131,1234,150,1367,526,1470,1148,1784,23,1073,6,1695,55,1081,458
"17279_amiB",1448,263,1945,617,2126,171,2094,91,2127,922,1921,148,1772,153,1886,686,1670,1477,1684,20,1380,5,1674,71,1171,422
"17280_mutL",2733,1211,3008,1600,3908,561,3228,142,3008,1782,3239,288,3066,363,3203,1943,2858,2850,2883,62,2510,15,4233,117,2620,1214
"17281_miaA",21880,3759,27628,6922,35121,1317,33064,551,27971,14498,19634,1391,21034,4391,31179,6806,25150,14416,28925,241,18866,43,23873,537,14467,7065
"17282_hfq",14543,1815,20230,3832,25337,973,21100,387,16770,6331,16907,1008,17981,1665,21371,2800,16729,7618,20143,143,14488,31,12774,563,11362,3315
"17283_hflX",8230,2342,11969,3095,17088,1319,15323,397,12250,5454,12406,909,10148,1636,13502,5079,9930,8469,10965,177,8019,48,17317,369,8517,3765
"17284_hflK_1",6240,1621,6232,1905,8478,696,7728,212,7859,2853,8751,507,8256,972,8802,2442,7078,5198,6946,83,5945,16,11320,169,4869,2076
"17285_hflC",4836,2062,5646,2475,8578,756,7108,263,6813,2876,8540,565,9460,1272,9023,2586,11460,7705,7032,89,6569,13,11222,173,5148,2474
"17286_hypothetical_protein",19,79,97,115,127,25,77,19,76,220,88,31,47,29,61,110,61,237,51,7,54,0,70,8,83,109
"17288_nsrR",829,778,1760,1091,1879,295,2077,185,1620,1857,1235,178,1216,359,1156,1590,1679,2675,1574,50,1281,8,2054,99,1321,801
"17289_rnr",10190,2513,10325,3059,13470,1210,11561,297,12567,4295,10284,633,12441,936,8716,4078,11132,8498,12049,147,9336,28,13402,341,9584,2380
"17290_rlmB_2",1634,281,796,230,846,54,703,20,709,181,1109,80,751,42,637,194,648,474,964,13,504,1,800,24,473,134
"17295_hypothetical_protein",40,0,185,8,188,3,119,0,78,12,140,15,71,4,43,12,111,38,66,5,104,1,74,3,71,8
"17296_yjfC",28,4,154,16,269,10,157,0,98,16,161,7,196,9,65,11,87,31,158,3,159,4,102,0,140,16
"17297_aidB",543,22,1594,48,793,17,2035,7,1050,66,828,13,1146,36,646,45,1605,158,1733,4,850,3,252,6,335,60
"17299_bsmA",1211,2,1001,28,374,12,873,3,935,71,680,9,547,20,1013,22,722,74,680,0,1883,2,61,1,360,19
"17300_esterase",402,24,542,27,581,11,723,6,589,63,610,10,515,13,247,19,499,72,540,3,339,3,741,4,435,32
"17301_ulaR",1080,62,1553,167,989,32,1305,14,1488,516,711,24,953,51,594,138,559,273,790,6,974,1,449,18,680,146
"17302_ulaG",560,21,184,23,318,33,218,4,346,99,253,12,538,56,382,120,278,110,527,8,538,1,255,4,670,200
"17303_ulaA",185,4,148,17,142,3,263,1,57,6,61,3,107,6,91,9,120,32,126,1,210,2,86,4,67,6
