,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,HM01_UR_count,HM01_UR_tpm,HM01_UTI_count,HM01_UTI_tpm,HM03_UR_count,HM03_UR_tpm,HM03_UTI_count,HM03_UTI_tpm,HM06_UR_count,HM06_UR_tpm,HM06_UTI_count,HM06_UTI_tpm,HM07_UR_count,HM07_UR_tpm,HM07_UTI_count,HM07_UTI_tpm,HM14_UR_count,HM14_UR_tpm,HM14_UTI_count,HM14_UTI_tpm,HM17_UR_count,HM17_UR_tpm,HM17_UTI_count,HM17_UTI_tpm,HM43_UR_count,HM43_UR_tpm,HM43_UTI_count,HM43_UTI_tpm,HM54_UR_count,HM54_UR_tpm,HM54_UTI_count,HM54_UTI_tpm,HM56_UR_count,HM56_UR_tpm,HM56_UTI_count,HM56_UTI_tpm,HM57_UR_count,HM57_UR_tpm,HM57_UTI_count,HM57_UTI_tpm,HM60_UR_count,HM60_UR_tpm,HM60_UTI_count,HM60_UTI_tpm,HM66_UR_count,HM66_UR_tpm,HM66_UTI_count,HM66_UTI_tpm,HM68_UR_count,HM68_UR_tpm,HM68_UTI_count,HM68_UTI_tpm,HM86_UR_count,HM86_UR_tpm,HM86_UTI_count,HM86_UTI_tpm
b3700,PROKKA_03612,PROKKA_02128,PROKKA_02804,PROKKA_03548,PROKKA_03829,PROKKA_02663,PROKKA_02397,PROKKA_00755,PROKKA_00783,PROKKA_02737,PROKKA_04160,PROKKA_02606,PROKKA_03247,PROKKA_00751,543.0,28.293048934207064,430.0,88.39139545107707,923.0,35.77632812423429,1300.0,123.01195526948453,1134.0,43.49289211611842,957.0,166.89604060724366,651.0,23.561021578196563,324.0,125.81601307017227,892.0,34.668698676059364,1303.0,74.34490544605303,871.0,42.17382947914734,174.0,71.7499893206639,881.0,44.41380270049267,705.0,69.78734179898525,1053.0,47.250021166980375,1224.0,157.89122992496445,650.0,35.76498998564907,2361.0,127.39936858491625,524.0,26.32526252855568,142.0,132.93738247717405,435.0,19.648742783477022,125.0,121.04630512392892,479.0,26.707142338612083,7.0,85.93143935718241,547.0,31.455655878415882,361.0,122.80520964476456,590.0,37.571051070830094,799.0,97.29790244077104
b2581,PROKKA_02345,PROKKA_00968,PROKKA_01370,PROKKA_02188,PROKKA_02620,PROKKA_03966,PROKKA_03632,PROKKA_04736,PROKKA_01989,PROKKA_01447,PROKKA_02989,PROKKA_01377,PROKKA_02016,PROKKA_02104,1269.0,68.41676082840412,370.0,78.69809582209886,1612.0,64.65171757080448,751.0,73.53005179966014,2005.0,79.56839091820721,416.0,75.06688457457977,1057.0,39.58303417803778,245.0,98.44144015843493,1079.0,43.392542367476494,702.0,41.44430636489613,934.0,46.7942751656791,249.0,106.24118476555394,973.0,50.754652236809726,544.0,55.71952489268591,715.0,33.19713798313448,723.0,96.50189748895365,831.0,47.311502508083684,1695.0,94.63721615078505,938.0,48.760171881170635,90.0,87.18108184375774,586.0,27.388237931941422,78.0,78.15505852298635,417.0,29.949024641499847,8.0,126.50239674876589,1137.0,67.65390184265055,340.0,119.6766631386698,646.0,42.565213569381115,824.0,103.82570189449999
b3491,PROKKA_03352,PROKKA_01889,PROKKA_02474,PROKKA_03271,PROKKA_03577,PROKKA_02919,PROKKA_02639,PROKKA_00510,PROKKA_01016,PROKKA_02489,PROKKA_04559,PROKKA_02378,PROKKA_02976,PROKKA_00995,267.0,14.189763744249163,5.0,1.048323982215555,1130.0,44.67416970549089,20.0,1.930269494064886,176.0,6.807317309763107,13.0,2.2863122445911426,2536.0,93.61519791872527,2.0,0.7921453669922947,783.0,31.039765395594294,27.0,1.5712834783707692,101.0,4.9317874430734205,7.0,2.9109096544567588,340.0,17.285385179599537,17.0,1.6970496743924837,120.0,5.430164375915209,11.0,1.4309595886194921,406.0,22.528323752701258,32.0,1.7413230979814864,380.0,19.252321900995256,22.0,20.77014621118931,274.0,12.918220125738653,8.0,8.086081581196932,382.0,21.478965703541903,4.0,49.519030306260326,99.0,5.741226850827624,6.0,2.0583486235316326,70.0,4.495287444134778,13.0,1.5964603794525996
b3385,PROKKA_03219,PROKKA_01781,PROKKA_02363,PROKKA_03145,PROKKA_03467,PROKKA_03040,PROKKA_02755,PROKKA_00396,PROKKA_01131,PROKKA_02369,PROKKA_04679,PROKKA_02252,PROKKA_02862,PROKKA_01110,2482.0,183.06790628360758,559.0,162.66115767111793,2462.0,135.08671132380783,1261.0,168.90774823750948,3799.0,206.25526476085847,727.0,179.47295899473283,2403.0,123.11115778167948,207.0,113.78677024914913,2653.0,145.96221735195172,2081.0,168.07742823468328,3330.0,228.2441381083923,275.0,160.52245851753634,3563.0,254.26605753603755,1437.0,201.36075171166593,3050.0,193.73317318293795,1194.0,218.0275793638308,3081.0,239.97553346544973,2891.0,220.82584272532173,2806.0,199.55361835321838,208.0,275.64659380491304,2180.0,139.39028961435855,147.0,201.5066464749597,2214.0,174.74310182476222,15.0,260.6608587361196,3313.0,269.6890856910344,389.0,187.32239707239412,2368.0,213.45854637098887,1089.0,187.7219662908676
b0708,PROKKA_00192,PROKKA_03665,PROKKA_04383,PROKKA_05187,PROKKA_00594,PROKKA_01046,PROKKA_00823,PROKKA_02453,PROKKA_03975,PROKKA_04390,PROKKA_00432,PROKKA_04201,PROKKA_04908,PROKKA_04212,347.0,13.681473923434103,44.0,6.844121366543527,1211.0,35.51907917673131,78.0,5.5849856701335785,726.0,21.070039261318957,77.0,10.161277507587238,1521.0,41.65487481484368,23.0,6.7583742241698035,654.0,19.23419104335612,110.0,4.749227501359908,300.0,10.991820524159225,15.0,4.680447117180121,446.0,17.013763844411937,99.0,7.415598792906607,340.0,11.54452435725838,53.0,5.173398712747174,557.0,23.191211543683423,182.0,7.431323503127621,366.0,13.91380781674185,6.0,4.250436383261719,205.0,7.006850682307157,9.0,6.594889526554479,264.0,15.825776029184304,0.0,0.0,191.0,8.311286956537113,24.0,6.177949042137256,171.0,8.239880906061435,69.0,6.358128198865795
b0762,PROKKA_00256,PROKKA_03721,PROKKA_04445,PROKKA_00021,PROKKA_00651,PROKKA_00994,PROKKA_00770,PROKKA_02505,PROKKA_03922,PROKKA_04442,PROKKA_00526,PROKKA_04252,PROKKA_04956,PROKKA_04159,66.0,24.76494171607742,5.0,7.401589458327274,119.0,33.2165466359268,8.0,5.451391967130899,68.0,18.781384304300655,28.0,35.16459183833729,121.0,31.53638815412524,5.0,13.982163189192855,89.0,24.910138723535386,24.0,9.861239190133032,53.0,18.480520798046136,3.0,8.90855572102203,65.0,23.59765572485401,8.0,5.702837279284967,69.0,22.296473591845135,14.0,13.005231258130541,63.0,24.963113660711322,12.0,4.663006148285994,73.0,26.410567762170675,3.0,20.225230843842677,71.0,23.094965231406775,3.0,20.92070100370079,114.0,45.7730880209568,0.0,0.0,100.0,41.41187288509655,7.0,17.148300389332885,57.0,26.139040547640082,2.0,1.7538810983351223
b3701,PROKKA_03613,PROKKA_02129,PROKKA_02805,PROKKA_03549,PROKKA_03830,PROKKA_02662,PROKKA_02396,PROKKA_00756,PROKKA_00782,PROKKA_02738,PROKKA_04159,PROKKA_02607,PROKKA_03248,PROKKA_00750,3343.0,169.9117193301677,1726.0,346.09024861015604,3855.0,145.75567841820603,3371.0,311.1499665748342,9185.0,343.6302835617009,3458.0,588.2556697392396,4995.0,176.34195766828307,797.0,301.89524094658526,6881.0,260.8742902853973,4344.0,241.77069065336153,7936.0,374.8293403934962,641.0,257.83249950275535,5116.0,251.58203351838614,2151.0,207.69927786063096,6989.0,305.9114365754603,3990.0,502.06104125137585,4456.0,239.16463977413156,6806.0,358.2368603742376,4172.0,204.45265774424198,467.0,426.46431448700145,2951.0,130.02347141209123,298.0,281.49120180797644,3767.0,204.87764085858603,29.0,347.2634543477201,2092.0,117.34920066606978,1334.0,442.6622175566415,4200.0,260.8901367577857,3003.0,356.7131071848888
b2912,PROKKA_02705,PROKKA_01307,PROKKA_01759,PROKKA_02553,PROKKA_02964,PROKKA_03637,PROKKA_03286,PROKKA_05068,PROKKA_01648,PROKKA_01759,PROKKA_05346,PROKKA_01713,PROKKA_02339,PROKKA_01750,1415.0,131.4133818259635,220.0,80.60601410098606,1129.0,77.99939545551581,198.0,33.394303532868726,750.0,51.27075669351178,283.0,87.96780636255151,880.0,56.767403623855756,86.0,59.52406614827815,302.0,27.86383668791999,135.0,18.285290035907625,1015.0,87.59799294466582,195.0,143.32119959817,712.0,63.977206760498646,383.0,67.57554298524818,1168.0,93.41566498473668,776.0,178.41918118059868,215.0,28.083064549827473,232.0,29.718067207586696,953.0,85.33703614720223,100.0,166.8637539165315,533.0,42.911722750049876,42.0,72.49266161747482,901.0,89.54058538388746,5.0,109.40250881615653,1609.0,164.91900028813842,277.0,167.9548652038292,263.0,39.757436032462806,93.0,26.88443626065242
b0463,PROKKA_04955,PROKKA_03438,PROKKA_04150,PROKKA_04918,PROKKA_00293,PROKKA_01261,PROKKA_01049,PROKKA_02224,PROKKA_04193,PROKKA_04182,PROKKA_00184,PROKKA_03988,PROKKA_04696,PROKKA_04432,3583.0,167.9136521011088,2377.0,439.4707700291945,5069.0,176.71590270787877,3859.0,328.42637453610257,4093.0,141.19075350904643,1852.0,290.49212036299537,5151.0,167.67331729789447,725.0,253.21427971710943,3695.0,129.16546356495306,2955.0,151.64341677911506,2657.0,168.75741154912765,337.0,182.28415176026044,4680.0,212.20088065065698,2747.0,244.57129158876518,2752.0,111.06605444062482,2678.0,310.7037113568294,2790.0,138.0728319947618,7441.0,361.1285892469975,6681.0,301.88544454110485,458.0,385.6412973583436,3654.0,148.44765168150468,540.0,470.32120781161365,2765.0,138.65844376048796,13.0,143.53462430766822,6647.0,343.79248232203076,686.0,209.8905970536788,2960.0,169.53224868944838,2077.0,227.484847085107
b4392,PROKKA_04419,PROKKA_02915,PROKKA_03652,PROKKA_04344,PROKKA_04599,PROKKA_01866,PROKKA_01571,PROKKA_01705,PROKKA_04742,PROKKA_03653,PROKKA_03445,PROKKA_03400,PROKKA_04163,PROKKA_04910,1943.0,56.081913466594905,282.0,32.11151118843525,2926.0,62.82586648786154,320.0,16.77351374501815,2769.0,58.82992436494175,580.0,56.03149248965831,3524.0,71.87565345864063,142.0,31.07506394505698,2443.0,52.59763950008378,521.0,16.46700518608753,2226.0,59.70629796291829,84.0,19.187658476047446,2957.0,84.00906535860214,661.0,36.87412951677371,2113.0,52.52223935291947,385.0,27.511066122968455,1881.0,57.332865440534796,924.0,27.61934410907858,3136.0,87.27454215191489,83.0,43.043440000998515,1801.0,45.06395707666695,47.0,25.212126850613767,1300.0,40.84774044329266,6.0,41.50859893318881,3940.0,125.50983012867722,156.0,29.397086381713514,1399.0,50.20556115653216,307.0,21.068220346938944
b1482,PROKKA_01083,PROKKA_04422,PROKKA_00191,PROKKA_00903,PROKKA_01472,PROKKA_00038,PROKKA_00033,PROKKA_03360,PROKKA_03144,PROKKA_00177,PROKKA_01555,PROKKA_00113,PROKKA_00856,PROKKA_03300,2094.0,271.6308234924577,62.0,31.72894822089436,4577.0,441.6695189795649,60.0,14.134409566748909,1759.0,167.9552270266979,79.0,34.299172234758714,6981.0,629.0037262926559,35.0,33.836186093568784,2462.0,238.2227239777959,70.0,9.943225517506527,2923.0,352.3515204487432,16.0,16.42536491795554,4456.0,559.2547539740307,254.0,62.5955857516876,3070.0,342.95288729001373,66.0,21.195466389203805,2720.0,372.5942144298267,176.0,23.6432082816419,7334.0,917.286034109786,11.0,25.63739625139841,3076.0,345.90297195252697,3.0,7.232446518680783,2776.0,385.3308861395415,1.0,30.561628912912404,4512.0,645.9560370806447,25.0,21.172495508871396,607.0,96.23044100827174,85.0,25.769030290503856
b0976,PROKKA_00482,PROKKA_03943,PROKKA_04770,PROKKA_00314,PROKKA_00941,PROKKA_00781,PROKKA_00550,PROKKA_02723,PROKKA_03711,PROKKA_04652,PROKKA_00955,PROKKA_04477,PROKKA_00281,PROKKA_03933,56.0,7.866555264159814,5.0,2.7709468072632255,35.0,3.6574530363235978,1.0,0.2551059683110879,48.0,4.963215361526688,6.0,2.8209929202686226,85.0,8.293707296233151,1.0,1.0469056860249923,27.0,2.8291312767427828,17.0,2.6150040691590206,66.0,8.61559882089626,1.0,1.1117041896417772,61.0,8.290649125751761,11.0,2.9355999688279084,74.0,8.95203983044514,19.0,6.607647109075298,55.0,8.158758732134055,7.0,1.018323997626108,79.0,10.700034182161183,1.0,2.523919091903315,35.0,4.262164473132788,1.0,2.6107072441804164,61.0,9.169346668043646,0.0,0.0,95.0,14.72826785649602,5.0,4.585600786092247,36.0,6.180455501081785,5.0,1.641509319421691
b3647,PROKKA_03539,PROKKA_02066,PROKKA_02647,PROKKA_03467,PROKKA_03771,PROKKA_02741,PROKKA_02457,PROKKA_00694,PROKKA_00844,PROKKA_02660,PROKKA_04343,PROKKA_02548,PROKKA_03143,PROKKA_00825,341.0,11.334647818723901,42.0,5.507627447112019,346.0,13.524719192428838,63.0,6.011773542699454,484.0,18.009231870132776,50.0,8.45957792545895,738.0,17.038965390493015,32.0,7.9271051231951875,582.0,14.430102004218769,189.0,6.8792696401440825,456.0,14.085214200328076,33.0,8.680810241828244,436.0,14.02175163733116,173.0,10.9246459979287,304.0,13.234020858770567,131.0,16.394284999189487,458.0,16.076220697528097,230.0,7.917222587285029,427.0,13.68494415269318,26.0,15.527654436989007,321.0,9.249628142661775,37.0,22.85688161581499,370.0,13.160347657317669,9.0,70.48071257621119,363.0,13.316551538265262,49.0,10.633577470912128,401.0,16.28993818637949,121.0,9.399739096873935
b3156,PROKKA_03005,PROKKA_01569,PROKKA_02128,PROKKA_02919,PROKKA_03078,PROKKA_03277,PROKKA_02989,PROKKA_00157,PROKKA_01364,PROKKA_02133,PROKKA_04920,PROKKA_02015,PROKKA_02629,PROKKA_01354,1621.0,180.17505897169897,49.0,21.486681763517865,1632.0,134.94163109352368,156.0,31.48910409641914,919.0,75.1886836092911,65.0,24.181274634641902,2174.0,167.84345282377095,31.0,25.679368497368504,1433.0,118.80934817685134,250.0,30.428359827075496,1367.0,141.1968910202345,49.0,43.10229643418279,687.0,73.88061883967674,115.0,24.283826237710713,1565.0,149.80272551688154,200.0,55.034917848947764,515.0,60.44824787007111,188.0,21.64018028922917,1175.0,125.92472973016778,20.0,39.94114507266479,1136.0,109.4600340192321,14.0,28.92020032718346,1039.0,123.5774393919351,2.0,52.37400422053776,562.0,68.94130043046152,36.0,26.124249726890543,1172.0,159.20645853835904,210.0,54.55162978817691
b3868,PROKKA_03787,PROKKA_02307,PROKKA_02999,PROKKA_03737,PROKKA_04016,PROKKA_02465,PROKKA_02206,PROKKA_00957,PROKKA_00583,PROKKA_02930,PROKKA_05865,PROKKA_02804,PROKKA_03445,PROKKA_00553,980.0,38.886130173792125,229.0,35.84806726864229,656.0,19.363623610415804,331.0,23.85177434589503,1745.0,50.96703780361219,517.0,68.6615128024596,827.0,22.79330841001926,111.0,32.82483988446567,694.0,20.540967016578016,227.0,9.863280492307473,467.0,17.219894729172896,102.0,32.0303358997144,1614.0,61.96326728882721,241.0,18.167422273052154,920.0,31.437658530257153,585.0,57.46735185110761,1272.0,53.29918782754059,604.0,24.819724468958263,1083.0,41.43416673710292,69.0,49.19223995872878,286.0,9.83785172154028,26.0,19.173597276635167,724.0,30.74108577284335,6.0,56.091108849390686,1749.0,76.59315461837505,195.0,50.51646231492112,993.0,48.154769742223344,560.0,51.931809384344426
b0023,PROKKA_04455,PROKKA_02950,PROKKA_03688,PROKKA_04380,PROKKA_04635,PROKKA_01832,PROKKA_01535,PROKKA_01740,PROKKA_04707,PROKKA_03687,PROKKA_03401,PROKKA_03434,PROKKA_04196,PROKKA_04877,8416.0,1789.0794257917748,6027.0,5054.598912650519,11245.0,1778.2691622592745,10150.0,3918.447072951718,15425.0,2413.6504742329344,2906.0,2067.6340682304476,8212.0,1212.5678317169904,2443.0,3870.422263124352,7613.0,1207.1812718092433,14176.0,3299.928087316152,6981.0,1379.070581676078,3430.0,5770.46333630257,6593.0,1356.02938197721,8153.0,3292.675674127158,5997.0,1097.8718723433071,5922.0,3116.6566939399,3637.0,816.4545725883912,25555.0,5625.888845309834,3399.0,696.6851634834678,1202.0,4590.99923152159,3380.0,622.8825785808964,756.0,2986.8079136386204,4357.0,991.1136125538325,74.0,3706.2075762297645,5676.0,1331.673565926821,5256.0,7294.724910431131,4995.0,1297.7194064961554,9056.0,4499.218510935184
b3731,PROKKA_03646,PROKKA_02164,PROKKA_02836,PROKKA_03585,PROKKA_03864,PROKKA_02633,PROKKA_02366,PROKKA_00785,PROKKA_00752,PROKKA_02767,PROKKA_04123,PROKKA_02636,PROKKA_03280,PROKKA_00719,7882.0,1051.7246445473425,2689.0,1415.5266033235628,6322.0,627.5296557834189,7735.0,1874.3469609182184,7964.0,782.2078739757867,2000.0,893.2022134183867,3995.0,370.26751475736836,1468.0,1459.831273841781,4350.0,432.95986735832935,6871.0,1003.9508350074786,8647.0,1072.2005871015915,2157.0,2277.7624891379737,11829.0,1527.1292001404595,4420.0,1120.4578088876772,6639.0,762.8901434838891,4734.0,1563.8336092094285,8011.0,1128.800470767807,15335.0,2119.0478705868923,8410.0,1081.9896804883922,792.0,1898.75818728734,6088.0,704.2159434263963,597.0,1480.4766240112938,9058.0,1293.3317016869776,61.0,1917.651039974654,11127.0,1638.6085090519791,2282.0,1987.9750432254311,8096.0,1320.2541208717676,4832.0,1506.8475735156817
b2995,PROKKA_02840,PROKKA_01409,PROKKA_01961,PROKKA_02743,PROKKA_03246,PROKKA_03450,PROKKA_03154,PROKKA_04812,PROKKA_01530,PROKKA_01964,PROKKA_05165,PROKKA_01833,PROKKA_02458,PROKKA_01538,469.0,22.25907923112114,73.0,13.668436084588414,658.0,23.231346858223844,220.0,18.961866371238422,1056.0,36.891268001296844,84.0,13.343440196720515,537.0,17.70279522215846,31.0,10.964959553630186,617.0,21.842999783205,695.0,36.119857963151745,1109.0,48.911486324597846,66.0,24.7896822185995,969.0,44.49592701071107,99.0,8.926416883142249,382.0,15.613182302362654,110.0,12.924796284305094,290.0,14.534402421097585,290.0,14.253572132671039,435.0,19.906050997803245,31.0,26.434731541513674,249.0,10.244701033626136,13.0,11.466722649736397,446.0,22.6506775634041,3.0,33.54514956230538,348.0,18.228254947691227,30.0,9.295767977239631,150.0,10.72097842325031,23.0,3.1435933702899916
b3606,PROKKA_03498,PROKKA_02026,PROKKA_02607,PROKKA_03418,PROKKA_03713,PROKKA_02780,PROKKA_02495,PROKKA_00655,PROKKA_00882,PROKKA_02621,PROKKA_04386,PROKKA_02507,PROKKA_03104,PROKKA_00864,212.0,25.05845918788691,94.0,43.83368370119737,340.0,29.89589519029352,313.0,67.18725348073038,419.0,36.45506166838062,139.0,54.99047580517997,471.0,38.66986151815133,99.0,87.20967831026799,220.0,19.39697240557498,200.0,25.8866215526748,271.0,29.766841489660738,37.0,34.61090041578185,117.0,13.380319800012359,48.0,10.778724160001607,269.0,27.38195784032677,246.0,71.98637066377484,113.0,14.104632528118277,246.0,30.112372684861672,219.0,24.95882407968349,27.0,57.34045361858991,145.0,14.857717411325474,30.0,65.90241965224985,134.0,16.94865686410785,1.0,27.847911335021664,284.0,37.04830471470921,92.0,70.9963460395576,175.0,25.280052011413343,129.0,35.63567504344544
b3614,PROKKA_03508,PROKKA_02034,PROKKA_02615,PROKKA_03428,PROKKA_03721,PROKKA_02772,PROKKA_02487,PROKKA_00663,PROKKA_00874,PROKKA_02629,PROKKA_04377,PROKKA_02515,PROKKA_03112,PROKKA_00856,498.0,29.032897355458285,263.0,60.48927760239226,764.0,33.13359331628151,546.0,57.80664000182055,1353.0,58.060950923052495,700.0,136.58822168697228,293.0,19.285391478423385,20.0,14.124354679252443,548.0,23.83056609827783,754.0,48.13480961308157,865.0,46.86213868723664,163.0,75.20406423234688,682.0,38.46870264615729,735.0,81.4059208343187,673.0,33.78857025539065,849.0,122.53647842877787,637.0,39.21618099010368,2201.0,132.88392451548864,498.0,27.993157099841277,163.0,170.73694178116338,79.0,6.624368530115726,21.0,37.75136876619364,805.0,50.21909740293858,16.0,219.76328778252758,1230.0,79.14029138322883,230.0,87.54241834387575,723.0,51.513462873893175,637.0,86.79151026396323
b1190,PROKKA_00741,PROKKA_04136,PROKKA_05018,PROKKA_00563,PROKKA_01192,PROKKA_00317,PROKKA_00369,PROKKA_03008,PROKKA_03469,PROKKA_05000,PROKKA_01164,PROKKA_04925,PROKKA_00598,PROKKA_03569,2705.0,141.33936468360838,53.0,10.925299430357098,1226.0,47.65412267471366,158.0,14.992601599321917,657.0,25.268912227884883,72.0,12.591646903927984,2177.0,79.01098968655337,60.0,23.364586712408244,2896.0,112.87225138885238,297.0,16.993357394118263,1181.0,57.344361916970215,12.0,4.962148794139372,1968.0,99.49083800877628,267.0,26.504202743200214,2665.0,119.91866742811627,100.0,12.935777419635851,1117.0,61.63307960084804,125.0,6.7639010523229475,4455.0,224.44248915235028,9.0,8.449231950652033,1591.0,72.06620195856335,4.0,3.884341993210489,834.0,46.63091126424182,3.0,36.931015125603494,1059.0,61.06935359263803,35.0,11.939704476685044,482.0,30.779695262344895,135.0,16.485662753743448
b2419,PROKKA_02175,PROKKA_00801,PROKKA_01221,PROKKA_02004,PROKKA_02450,PROKKA_04114,PROKKA_03780,PROKKA_04567,PROKKA_02194,PROKKA_01249,PROKKA_02805,PROKKA_01226,PROKKA_01868,PROKKA_02256,80.0,12.154072186085427,32.0,19.179770944187197,190.0,21.47333840114833,24.0,6.621663612248674,40.0,4.473187757897694,36.0,18.305791015221388,182.0,19.205977676149125,30.0,33.967537747658724,154.0,17.452004248602922,37.0,6.155458747192414,25.0,3.529529325918882,8.0,9.618657988639725,73.0,10.730422295954726,36.0,10.39063151021894,85.0,11.121015990891566,41.0,15.420993353245242,40.0,6.417363587725996,23.0,3.6186870629927768,64.0,9.375043708310734,6.0,16.37804019419869,45.0,5.926658828711819,5.0,14.117683195432145,76.0,12.355416875222033,1.0,35.79364690615556,116.0,19.45007638440241,9.0,8.926968486838275,25.0,6.211669922804421,4.0,1.9005693356504232
b3541,PROKKA_03428,PROKKA_01952,PROKKA_02539,PROKKA_03336,PROKKA_03635,PROKKA_02851,PROKKA_02571,PROKKA_00574,PROKKA_00951,PROKKA_02552,PROKKA_04480,PROKKA_02440,PROKKA_03038,PROKKA_00931,1029.0,58.5250104634962,37.0,8.302128725077978,861.0,36.428678726385634,80.0,8.263045809791496,744.0,31.147584501788543,68.0,12.944617225186505,490.0,19.357773884404157,52.0,22.041464982678782,744.0,31.563984801584674,105.0,6.539466222856531,1234.0,65.22081876914243,35.0,15.75385489492366,1816.0,99.93188945385236,179.0,19.3413495772901,1177.0,57.64960064904325,71.0,9.997263586670762,823.0,49.430020489141555,145.0,8.540543220898517,673.0,36.90648564622123,16.0,16.350271390885364,890.0,43.88152593149531,7.0,7.3992170725194715,516.0,31.4042057022295,3.0,40.199579027869525,2377.0,149.206177572058,26.0,9.65448564282453,474.0,32.94775887843566,317.0,42.13685957154773
b1592,PROKKA_01233,PROKKA_04542,PROKKA_00249,PROKKA_01074,PROKKA_01564,PROKKA_05085,PROKKA_04707,PROKKA_03422,PROKKA_03091,PROKKA_00246,PROKKA_01734,PROKKA_00237,PROKKA_00953,PROKKA_03218,310.0,13.799129727195716,48.0,8.42932608375106,404.0,13.377825036773064,77.0,6.224504382851593,470.0,15.399732376711489,110.0,16.388411630753758,375.0,11.594565511079036,15.0,4.976136103160195,201.0,6.673886644163398,74.0,3.607020412367529,172.0,7.114811726540176,19.0,6.693238122668089,297.0,12.79112026937732,107.0,9.048600193435531,261.0,10.005164330209377,141.0,15.538381682328511,137.0,6.439844797746692,162.0,7.467863747832227,172.0,7.38210049961729,19.0,15.195761284214068,127.0,4.900713499976567,9.0,7.445504258482686,320.0,16.210324560209305,3.0,33.45993749737149,441.0,21.66506970865294,67.0,19.471278751900616,252.0,13.709195084405936,68.0,7.074173283571441
b2229,PROKKA_02000,PROKKA_00581,PROKKA_01034,PROKKA_01818,PROKKA_02273,PROKKA_04295,PROKKA_03956,PROKKA_04333,PROKKA_02366,PROKKA_01069,PROKKA_02592,PROKKA_01049,PROKKA_01695,PROKKA_02439,10.0,0.897411429470192,5.0,1.7702035783158327,45.0,3.0041267544396075,3.0,0.48891898260584105,75.0,4.95425289397979,9.0,2.703262878652276,36.0,2.2440230033127864,3.0,2.0064291960093756,28.0,1.874314187504998,5.0,0.49134719078712596,13.0,1.0841263752934784,1.0,0.7102058868016491,17.0,1.4760553636511966,13.0,2.216371550958062,15.0,1.159248574633584,2.0,0.44434291618010796,51.0,4.83310914183152,49.0,4.553853382642596,13.0,1.124854762754779,9.0,14.511521969819704,4.0,0.3111839413541572,1.0,1.6678354465229628,8.0,0.7682340812843979,1.0,21.142956759976318,4.0,0.3961713682105545,5.0,2.9294849323671173,16.0,1.7548216796365619,5.0,1.0486688750077577
b1439,PROKKA_01028,PROKKA_04370,PROKKA_00155,PROKKA_00857,PROKKA_01430,PROKKA_00091,PROKKA_00080,PROKKA_03310,PROKKA_03190,PROKKA_00129,PROKKA_01511,PROKKA_00063,PROKKA_00807,PROKKA_03344,866.0,34.43596156507106,94.0,14.74632460218091,1181.0,34.93480817491305,236.0,17.042385057982838,1125.0,32.92851585650152,58.0,7.719274605438702,1319.0,36.431103419338534,81.0,24.00437091470392,1161.0,34.43652394749359,674.0,29.348174695006513,1061.0,39.2061924963407,104.0,32.728065304162484,722.0,27.777531541397796,242.0,18.281730673582626,556.0,19.039819595551347,299.0,29.43487389661521,815.0,34.22289628788728,477.0,19.64283048702765,606.0,23.234238834714617,52.0,37.15151459888408,379.0,13.064690377083844,29.0,21.431566865099835,383.0,16.296903085098585,4.0,37.473860772305116,706.0,30.983503245198058,381.0,98.91199601727685,577.0,28.040874110981267,353.0,32.805435323304565
b1288,PROKKA_00929,PROKKA_04247,PROKKA_00053,PROKKA_00687,PROKKA_01306,PROKKA_00195,PROKKA_00180,PROKKA_03208,PROKKA_03354,PROKKA_00032,PROKKA_01318,PROKKA_05037,PROKKA_00713,PROKKA_03453,3529.0,250.38314140304465,1563.0,437.49592999529534,5288.0,279.0994720492935,2776.0,357.68187674691484,6610.0,345.20747961075455,1117.0,265.25328650425985,5715.0,281.6455330664831,323.0,170.7917684787524,4554.0,241.01230522871214,3969.0,308.362388615697,3539.0,233.33449627761965,421.0,236.38950584771186,6803.0,466.999081072454,2119.0,285.62222668558405,4255.0,259.98405015195056,1787.0,313.88795236435936,3443.0,257.96172850174304,4217.0,309.8477836475236,3999.0,273.5686532865788,251.0,319.9676008159358,2879.0,177.0763982677092,193.0,254.49094702344482,2989.0,226.92969380734414,21.0,351.03211077508905,8088.0,633.3241745723917,675.0,312.6704698435741,3041.0,263.68854135498816,2419.0,401.11238461549897
b3471,PROKKA_03310,PROKKA_01871,PROKKA_02451,PROKKA_03240,PROKKA_03559,PROKKA_02941,PROKKA_02657,PROKKA_00495,PROKKA_01038,PROKKA_02467,PROKKA_04580,PROKKA_02356,PROKKA_02954,PROKKA_01009,181.0,15.217263912984551,107.0,35.48978668695089,494.0,30.895774710103332,291.0,44.42986922985501,849.0,52.54011269080798,203.0,57.12263208024639,264.0,15.416831721005037,47.0,29.448748515463926,220.0,13.7966435305819,174.0,16.018952834798807,178.0,13.906663997894158,101.0,67.20042859431604,202.0,16.431283794254618,282.0,45.041694887405214,132.0,9.557089301610768,153.0,31.845355208550156,147.0,13.050891001564866,511.0,44.49080515342698,107.0,8.673677656448389,30.0,45.31668264259486,66.0,4.810248609248209,14.0,21.87497859334328,122.0,10.975639019192093,4.0,79.23044849001651,161.0,14.938788250234301,99.0,54.340403661235094,195.0,20.036138322429295,352.0,69.16357582366953
