"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86","ur_rpkms_means","uti_rpkms_means","LFC","na_num",geneName
"11648_hypothetical_protein",NA,NA,NA,NA,3.11819204503524,3.63103692720304,NA,NA,NA,NA,2.60579350126556,2.15333689263222,2.56578245515678,2.23587814202564,2.49927670551758,2.09658135087559,2.64138602337009,1.54322392148785,2.24095656030718,3.15329496559649,3.203271740775,4.94664355636443,2.98003588136284,2.06705596338756,2.43421841086266,1.51480050291485,2.69876814707255,2.59353913583197,0.961008502581176,8,hypothetical_protein
"68654_caf1A_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31779697781088,7.03228956983018,7.31779697781088,7.03228956983018,0.960984513666282,24,caf1A_1
"1605_hypothetical_protein",2.85508555393428,2.19133065365583,NA,NA,2.33985293243736,1.66020532219528,NA,NA,NA,NA,1.52779476739217,1.13709245758847,NA,NA,2.02878207216098,2.11483353311906,5.10483958684174,5.93942176294758,2.03128783942752,2.22092697907131,3.2899989857189,4.84162514003854,NA,NA,4.09706173979678,2.26007809922727,2.90933793471372,2.79568924348042,0.960936579461168,10,hypothetical_protein
"18360_dps",NA,NA,9.61361007622003,9.48659363766307,8.48321066998449,10.2997964193752,10.2007203897404,11.1016625918491,NA,NA,NA,NA,10.3940098896429,10.1813241531016,9.48419391645526,9.56868288662441,9.76909684532614,9.19869187350873,10.9994876711255,8.24827747444678,9.68541601171159,7.45338095517982,9.53388894277198,9.75834342110537,9.10845613328438,8.17472805583725,9.72720905462627,9.34714814686913,0.960928062137579,6,dps
"16963_yigZ",6.63416774462803,6.79982224603439,6.34681850731203,6.4938077435115,6.52738661531781,7.33353584574252,6.7689477364321,6.3994679165796,6.56658342210436,6.77159047685813,6.77172130733354,5.70781104298232,6.94920054612233,6.42189028391879,6.81396995920346,7.23490928997178,6.94670424263406,6.38449509939674,7.19861448171769,6.61698149065242,6.96329194489941,6.68609785097254,7.6290256188221,6.10008293952444,7.01129984581725,6.69117708665424,6.85597938248801,6.58782071636919,0.960886891404053,0,yigZ
"62354_hypothetical_protein",NA,NA,NA,NA,NA,NA,4.62098880118327,4.44016770700243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62098880118327,4.44016770700243,0.960869609955658,24,hypothetical_protein
"16377_rng",6.2722488716861,6.88295914001371,6.68752985330168,6.83205355103119,7.02613246220521,7.21674475417217,7.05130671382958,6.77587909874157,6.71517902145118,6.29809035043436,6.80605473984676,6.32967835456455,7.38117027611831,6.79411875607288,0.330370121296789,0.147982575090158,7.38252802845567,6.84476803031901,6.95083336076351,7.0427239224969,6.90314557533103,5.92289944432949,7.88251462860109,7.03707513693698,6.78210377437856,6.75042983866104,6.47470134055888,6.221184842528,0.960845066869293,0,rng
"15447_aroC",6.82894293509699,6.77942106000413,7.28398081576656,6.86284983544645,6.90934334920955,7.05700915120747,NA,NA,6.84843078530479,5.42873846543734,6.70662807283702,6.54746365731231,6.67398936257117,5.71881317154322,6.4604037091486,6.50689008762088,6.8502646522363,6.96044599631635,6.2947403375572,6.75361384707001,6.1969665877857,6.35380933091652,7.39288442941755,6.15657286212682,6.52340622537344,6.67271899574698,6.7474984385254,6.48319553839571,0.960829498141024,2,aroC
"56347_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03548611178722,4.83821938343056,NA,NA,5.03548611178722,4.83821938343056,0.960824690213147,24,hypothetical_protein
"20063_mrdB_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57767288506634,8.24124340955638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57767288506634,8.24124340955638,0.96077846753801,24,mrdB
"17689_panB",7.00271731129764,7.40716150809664,7.27839946878224,7.35752230323341,7.82275152111325,7.38922590456697,7.47838117935017,7.46016442002355,7.26351127886111,6.85782639848621,7.01004460908749,6.74992863949435,7.20344022045431,6.65849367247335,6.81336830851007,6.85938377347625,6.45174005219766,6.72423232778846,7.00778617701684,6.53644058372099,6.42434827943075,5.02421941805551,8.08587801999371,7.06837051657285,6.99232672331661,7.09474662243536,7.14113024226245,6.86059354526338,0.960715364727728,0,panB
"16841_axe1-6A",NA,NA,2.57191578867574,1.31384519539304,2.70957543213401,1.69163813947931,0,0,2.74854881674219,1.47561444775353,2.71529915968028,1.73174145217021,2.64448045343449,2.41391175393591,2.33405302082341,2.2632493523417,2.50941913785322,1.79192059146542,1.92459555423818,3.62524272144331,2.82425000315996,5.76974257643119,NA,NA,NA,NA,2.29821373667415,2.20769062304136,0.960611533997797,6,axe1-6A
"16502_nudE",6.87228546008383,6.39423024273071,7.1912438933925,6.34753880313309,7.3089520498433,6.21579258989062,7.83017466910627,7.56337721172069,7.64282194988587,7.6456646183845,6.85476241773756,6.36470302154902,7.56127953094154,7.00242411945163,7.49904925015206,7.77039786717809,6.65025736894435,6.53637459106049,7.30416228159358,7.09921720337694,6.73649099864012,6.81767694517659,7.49552170104804,7.41573350503773,7.17643136943863,7.24170315672182,7.24026407236982,6.95498722118553,0.960598557133716,0,nudE
"14544_sppA_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06518346839709,3.9045351033343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06518346839709,3.9045351033343,0.960481890593212,24,sppA
"14944_kdgR_1",8.64680346765578,8.10041410180419,9.22930456667746,7.94084981943804,8.42166521624679,7.08014934871133,9.06241593621759,8.08270973088505,8.69333733865194,8.61261898241603,8.08465781562281,7.98968495841364,8.46393534012415,8.02165842606953,7.8154412394636,7.38804759508323,8.1595392215369,7.90911496760264,7.93087339129226,7.8803347040944,7.96956361012902,8.51217040553107,7.49021906876763,8.07749512951339,8.13353148395449,8.2317354868228,8.31548366894926,7.98669105049118,0.960460193111097,0,kdgR
"12553_siaT_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30753122874647,1.30612908276204,1.27106807196591,1.04013840439606,NA,NA,NA,NA,0.837477726133598,4.55356624042801,NA,NA,NA,NA,1.76785429523719,0,1.79598283052079,1.72495843189653,0.960453742977226,18,siaT
"62981_hypothetical_protein",NA,NA,NA,NA,NA,NA,4.08841244726809,3.92671703241723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08841244726809,3.92671703241723,0.960450317345327,24,hypothetical_protein
"17657_zapD",7.33370951228918,6.40330681024878,7.33961257423026,6.48400822691816,NA,NA,7.38940721935466,6.6074511562549,7.08484199300691,6.44183612098558,7.33244156115153,7.33714592612711,6.61627114370503,6.37954596048518,6.35573236214401,6.6390540161018,6.27947166978637,6.2745274628129,6.55177292978071,7.25410413116351,6.34586508883751,6.0962105561307,7.01983293372057,6.50935732915277,7.30643313936898,7.23877112961751,6.91294934394798,6.63877656883324,0.960339247190526,2,zapD
"20306_frmR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27745983432504,6.48775178684083,NA,NA,NA,NA,NA,NA,6.60908946362372,6.84778412432717,NA,NA,NA,NA,6.94327464897438,6.667767955584,0.960320352093363,22,frmR
"19466_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87007110689928,6.59732061165178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87007110689928,6.59732061165178,0.960298737669019,24,hypothetical_protein
"15889_barA_2",NA,NA,5.05194087449586,4.8504320900895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05194087449586,4.8504320900895,0.960112600402025,24,barA
"11774_Type_III_restriction_enzyme-_res_subunit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43050751651553,7.30314181621244,NA,NA,NA,NA,NA,NA,7.39419928468874,6.92912727225502,NA,NA,NA,NA,NA,NA,7.41235340060213,7.11613454423373,0.960037137956166,22,type
"6951_hypothetical_protein",NA,NA,NA,NA,6.25666443896442,5.76310670654234,NA,NA,3.9431983459667,2.74807455651124,3.06542267794961,2.31799119575361,NA,NA,2.33181532500686,2.1958472978549,NA,NA,6.15510134117172,7.8574208952688,NA,NA,NA,NA,NA,NA,4.35044042581186,4.17648813038618,0.960015014941108,16,hypothetical_protein
"27504_SPFH_domain_-_Band_7_family_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05175559685452,4.84908557134758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05175559685452,4.84908557134758,0.95988126867556,24,sPFH
"15042_uvrY",8.32869406252249,8.32221898089005,9.24547504755468,8.31210976574946,8.83679343745525,7.99073795659008,8.98228710380503,7.9960876246381,8.82988278423461,8.63434792045015,8.66795193972488,8.27420209525028,8.461886364525,8.52487677312488,8.31556256358426,8.77430408543923,8.56642612730001,8.42253327012955,8.50092542233324,8.17471714780727,8.88068099268759,8.16655389344115,8.86502030920119,8.68380753823457,8.86917942114232,8.52250541702757,8.71928965969774,8.36915403605941,0.959843560966128,0,uvrY
"19076_hypothetical_protein",2.43980471202472,2.49757997942691,3.07535814597267,1.53869520126845,NA,NA,3.16336088374975,1.92933227507829,NA,NA,NA,NA,3.0090686774025,3.42137608765941,NA,NA,NA,NA,NA,NA,2.93579254558506,4.6458563162017,NA,NA,NA,NA,2.92467699294694,2.80656797192696,0.95961638796188,16,hypothetical_protein
"23205_pduB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38981268509625,0.565035942294392,1.93703501130543,0.265604859068792,NA,NA,NA,NA,1.74619538111692,4.0374936844242,NA,NA,NA,NA,1.69101435917287,1.62271149526246,0.959608347770732,20,pduB
"69385_proA_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9610869485164,6.67944650835955,6.9610869485164,6.67944650835955,0.959540738071534,24,proA
"17728_hypothetical_protein",NA,NA,3.42564836645923,4.11493376025918,NA,NA,NA,NA,2.2222495210794,3.18856079102971,NA,NA,2.75938256579223,3.11826108782924,1.80199300106307,2.63685247078191,NA,NA,1.77739766686649,0,2.18202478711058,0,2.87599022891423,3.29400690531472,NA,NA,2.43495516246932,2.3360878593164,0.959396663775665,12,hypothetical_protein
"18106_hypothetical_protein",1.35811127702217,0,1.26731664842082,0.936213730522035,1.32406766842588,1.37821956046329,1.0780433024989,2.19884424539986,1.13525717747116,0.648642824729142,1.25959814330842,0.736310189057855,0.682960342064309,0.563313975880937,2.18165929492189,2.85407044602116,0.838244366627625,0.219463872613404,1.23788732091094,0,0.597603136326769,4.0324979044293,1.22670132870677,0,0.812323709118218,0.81984962689883,1.15382874737107,1.10672510584737,0.959176228161224,0,hypothetical_protein
"43315_nanS_3",NA,NA,NA,NA,3.11413875631672,2.98699682981508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11413875631672,2.98699682981508,0.959172684183149,24,nanS
"16118_hypothetical_protein",NA,NA,1.95870183028619,0.724151220380085,1.9540017957638,0.651444760346571,2.00181905357623,1.18993057130461,1.8797396772132,1.0927514947244,0.996424633593617,0.560943096488282,1.54612598733251,1.01625385218553,2.39558397346068,2.77312321812879,1.45308924684231,2.01743355820869,0.501324030793738,1.9642013416857,1.30158946863086,3.58075273078801,1.64990108215706,1.7419084104626,1.42148578538211,0.967677631230742,1.58831554708603,1.5233809904945,0.959117344969232,2,hypothetical_protein
"37211_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84798962778293,4.6497390157739,NA,NA,NA,NA,NA,NA,4.84798962778293,4.6497390157739,0.959106634454643,24,hypothetical_protein
"32428_caeA_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78406544440879,4.58823068140718,NA,NA,NA,NA,NA,NA,NA,NA,4.78406544440879,4.58823068140718,0.959065199822782,24,caeA
"67907_thrS_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1925737986371,9.77439606514297,10.1925737986371,9.77439606514297,0.958972312415338,24,thrS
"27751_hisB",NA,NA,NA,NA,6.32350035397268,6.66947438242772,NA,NA,NA,NA,NA,NA,NA,NA,7.25854596259233,6.15066500008472,NA,NA,NA,NA,NA,NA,NA,NA,7.80675636089997,7.69066876864315,7.12960089248833,6.8369360503852,0.958950739807683,20,hisB
"60454_hypothetical_protein",NA,NA,NA,NA,NA,NA,8.67968225013908,8.32217974620008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67968225013908,8.32217974620008,0.958811567792903,24,hypothetical_protein
"15392_nuoN",7.30421561205963,6.14184295589245,6.33146470265376,6.52285587181936,6.40415832424111,6.34912776908511,6.13881968185544,5.87171055433483,6.27186411069412,6.16937000162708,6.54785984774742,6.41248519426266,7.38613414520276,5.94606700401848,6.7325252341468,7.7735826018613,6.51958116860739,6.2381902707387,6.93553059750323,7.19546918797389,6.65853666593108,5.71607234748193,8.12989925761664,7.29660693073743,6.68471763097331,6.77912123507794,6.77271592147944,6.49326937883932,0.958739367503388,0,nuoN
"17642_murF",7.24392652866065,7.3855430984521,7.06956808931132,7.14683334975835,7.20033564830186,7.26779051009565,6.89864480257128,6.75063684489251,7.2294121670311,6.82566801703408,7.58420978239196,7.21401396445942,7.56940547203922,6.72682847104006,7.25794975988788,7.20369840109621,7.55085337409032,7.01055155401998,7.4394197567915,6.97108065137472,7.42093468451923,7.21466334673322,7.82464680207039,6.73460598578126,7.139572954912,7.02290146943191,7.34068306327529,7.03652428185919,0.958565329848148,0,murF
"61678_type_I_restriction_enzyme_EcoKI_subunit_R",NA,NA,NA,NA,NA,NA,5.18243461876619,4.96740658752571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18243461876619,4.96740658752571,0.958508298307934,24,type
"28610_hypothetical_protein",NA,NA,NA,NA,9.56065492063048,9.6541069091988,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,11.3342933143899,10.3735375465397,NA,NA,NA,NA,NA,NA,6.96498274500678,6.67588148524616,0.95849217861051,20,hypothetical_protein
"15737_bamD",8.26762690361819,8.49701424833177,8.75129551758748,7.83472635054887,8.43950147462074,7.85687545110053,8.73589028821625,7.50532393468341,8.30516585494056,7.75147387551717,8.27580580923977,8.07170079063459,8.463571026998,8.15839013753851,8.0569679766059,8.1003337075783,8.04504806689681,8.16708458648709,7.89008227977258,7.63556191227792,7.87936683159831,7.79362128029275,9.11175350779612,8.18815758327823,8.12957004106396,8.28922566297876,8.3347419676119,7.98842227086522,0.958448660067409,0,bamD
"17995_nrdR",7.83739506237519,7.1957456579977,8.02373483242565,6.89821136559955,7.24326711334988,6.97545687464918,7.62642577182288,6.47570568346472,7.39704359461411,6.99128886042595,6.73145333165783,6.98535398858014,7.16609824079458,6.62896911459874,6.49239907689731,6.76539172013365,6.55392485281816,6.5914630407757,7.05512832482467,6.07528725625118,6.55489945542602,7.97727522285924,7.62144324791044,6.63520505446132,7.12362068974794,7.33164204969001,7.1866795072819,6.88669199149901,0.958257841402427,0,nrdR
"62882_acrF_2",NA,NA,NA,NA,NA,NA,3.08055552887707,2.95157315184411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08055552887707,2.95157315184411,0.958130156777283,24,acrF
"13119_nudF_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21399661012328,6.91166290157868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21399661012328,6.91166290157868,0.958090677763787,24,nudF
"43652_Phage_lysozyme",NA,NA,NA,NA,1.67284874070361,1.60256605136625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67284874070361,1.60256605136625,0.957986225755352,24,phage_lysozyme
"23267_HNH_endonuclease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31383508104081,6.04850093697016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31383508104081,6.04850093697016,0.957975756308967,24,hNH_endonuclease
"13591_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1550825303441,0,NA,NA,NA,NA,NA,NA,1.46613316975736,3.46898555958592,NA,NA,NA,NA,NA,NA,1.81060785005073,1.73449277979296,0.957961592701788,22,hypothetical_protein
"65325_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.60626450472133,9.20196065781905,9.60626450472133,9.20196065781905,0.957912480267062,24,hypothetical_protein
"16726_cysE_2",7.54195756705985,7.21710439433396,7.78183677634323,7.42699781034111,7.04132742757645,6.91740465245175,7.48379536095734,7.26949504340754,7.40130620676594,7.29727875510362,7.49176802100128,7.18753459915649,7.05623426236688,6.64531660218316,7.08590494413729,7.49164367765638,7.45284572301941,6.62612527725125,7.35631620921768,7.30767675778277,6.89978852948782,6.5315889119924,7.04543322746774,6.52862365139712,7.13283510376911,6.33219239958708,7.29010379685923,6.98299865635728,0.957873694386318,0,cysE
"33565_Phage_holin_family_-Lysis_protein_S-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75495117990683,4.12005288095774,NA,NA,3.12068489570208,6.2821157228685,NA,NA,6.32506136388327,1.2837980781427,4.06689914649739,3.89532222732298,0.957811366106243,20,phage_holin_family_-Lysis_protein_S-
"40238_qseE",NA,NA,NA,NA,4.80760421195411,4.60364096431964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80760421195411,4.60364096431964,0.957574867097564,24,qseE
"57568_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83190658609088,6.54201320017036,NA,NA,6.83190658609088,6.54201320017036,0.957567718137319,24,hypothetical_protein
"10204_DNA_polymerase_V_subunit_UmuC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34378335901125,3.2016942433814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34378335901125,3.2016942433814,0.957506482814762,24,dNA_polymerase_V_subunit_UmuC
"7558_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,7.07932936324316,6.77841973797823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07932936324316,6.77841973797823,0.957494614274158,24,hypothetical_protein
"16328_mlaC",8.11903750407084,8.46034737119312,6.92094492213374,6.70015831849067,7.28683416254186,7.12483036508731,7.06049789354619,6.99717222147116,7.32313983652443,7.4443286913764,7.1877343401055,6.83056763518749,7.79683499052463,7.13727291177107,4.035961075219,3.93014158913602,7.06332964256067,6.79129409464762,7.12919774423745,6.9801997561197,7.13874598378116,6.89867723756,8.929633143343,6.92102720449478,7.52159074934753,7.30283187629442,7.19334476830277,6.88606532867921,0.957282814946175,0,mlaC
"16174_tolC",8.9343206188334,8.50902394767617,9.30127354530811,9.06755715958958,8.06378570870623,9.20313111348704,9.31559860116524,8.51025584698089,9.02916090470106,8.42415943993928,8.40702008348976,7.56775169787213,8.53096859359084,7.64752436612834,0,0,8.41178145688773,8.31573483296594,8.37229763616906,8.12140812615137,8.00239467868296,7.33670970712423,8.63012993104697,8.28951023465647,8.16077613581986,7.75962747819218,7.93534676110779,7.59633799621259,0.957278645142928,0,tolC
"59480_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33204358373699,7.01879161773608,NA,NA,7.33204358373699,7.01879161773608,0.957276308791219,24,hypothetical_protein
"42247_hypothetical_protein",NA,NA,NA,NA,6.46821549187032,3.92307792237241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08524115108445,8.09391356165668,NA,NA,NA,NA,6.27672832147738,6.00849574201455,0.957265542536705,22,hypothetical_protein
"16478_cysG",5.44635785428142,4.66089841789418,5.44274265991564,4.40282020550756,5.07224451151455,4.21447490827394,5.37907613394169,4.78898043913191,5.18635730128791,4.7520655053693,4.42645564952898,4.95610830553826,4.52618464000959,4.07706525352939,0.229071657031718,0.429444480871215,4.26916839609361,4.19464822681938,4.28607032966559,4.78403195796012,4.09608684303998,4.26607077011883,5.01177684026695,5.00918772303658,4.74038106873269,5.08455655446741,4.47015183733156,4.27848867296293,0.957123791015778,0,cysG
"66602_pilT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64452179744539,3.48810635408023,3.64452179744539,3.48810635408023,0.957082039274728,24,pilT
"35247_icsA_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89504409363236,4.68459355521231,NA,NA,NA,NA,NA,NA,4.89504409363236,4.68459355521231,0.957007427431795,24,icsA
"15308_mepS_2",8.62642254012534,8.26705301046307,9.10353212314626,7.66001296045101,8.03863190741335,7.39089528144455,9.12882861531642,7.62568044433947,8.94506814533517,8.6066929257256,8.17361215707057,7.98402498324756,7.77250423681992,7.7006243589287,8.05475277481892,7.99435296624029,7.62625459891867,7.47159284467449,7.71318792331712,7.72647262276006,8.44775099621649,8.47159710999828,8.062498848188,8.15410121697498,8.20365153632202,8.20014456363072,8.29974587715448,7.94255732991375,0.956963917627417,0,mepS
"20798_ptsI_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33161039920746,3.32084261706243,NA,NA,0.034943485593955,0.0789363861367531,NA,NA,3.68874330014115,5.02480659857259,4.30224692514429,3.40044347740368,NA,NA,3.08938602752171,2.95625726979386,0.956907697341194,18,ptsI
"18190_lipA",7.33341581346177,7.05384055732359,7.97018592999971,8.5788656467966,8.19789517348842,7.40817139382498,8.04041064099662,7.95525550262798,8.20283828459722,8.23847595319799,7.96609713712146,7.19080550630883,8.5029865139318,7.29572712091237,8.07590524809476,7.93966721643002,7.90871760060789,8.03004137879585,8.26422693139946,7.56897018477624,7.58927919910231,7.16730396473147,8.58097957945793,8.07767310745913,8.32149817347292,7.91150126346904,8.07341817121018,7.7243306766657,0.95676088031841,0,lipA
"16036_ubiI",5.85530077540573,5.96177601988352,6.00379593217431,5.92285303969417,5.42696501405076,5.65377167829704,5.89165723550094,5.76998188672486,5.65794606000898,5.27028625571713,5.55660677013018,5.31578206240568,5.7090980837011,4.75005205718491,0,0,5.96088447681162,5.85614939472724,5.82432778066124,5.66186274867058,5.81829953978124,5.41517666274962,6.55237776258225,6.03571539791396,5.66945556520839,5.28080573365939,5.37897807661667,5.14570868750985,0.956633140015781,0,ubiI
"4910_macB_2",0.147170525948439,0.308105438422975,NA,NA,4.55958705324897,4.19409026180171,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.17668939479935,1.12554892505617,0.956538683896356,18,macB
"4500_hypothetical_protein",3.31064335074727,1.50151076359035,NA,NA,2.71625494091086,3.54208967738321,NA,NA,1.93111646862291,0.505830602946993,3.77909505037817,4.25571684271535,3.58614110345904,2.87973005783453,NA,NA,4.56136152017868,4.87523375183016,2.89924872271284,3.61823129308045,3.76218888592019,4.73186974651924,NA,NA,1.71530779095551,1.11603031294655,3.14015087043172,3.00291589431631,0.956296693446281,8,hypothetical_protein
"68630_hypothetical_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26188035389861,6.94444042866477,7.26188035389861,6.94444042866477,0.956286814190842,24,hypothetical_protein
"16011_xdhA_3",3.1921611499157,2.30364721278666,3.58559833250818,2.36472245300812,3.26322046635991,2.78757399181314,3.59576381153619,2.62882047340047,3.31908098131156,2.24326483942286,3.06365432196433,2.41934880390372,3.35156639250565,2.85589658190087,8.16568164854267,10.9278243949289,3.09866839031106,2.32552736999272,3.26541449295002,4.44526022191337,3.40567470902438,4.97918551838744,3.7565323289404,3.43250208292026,3.51105201287469,2.73332062845141,3.73646684913421,3.57283804406384,0.956207612250519,0,xdhA
"14943_hypothetical_protein",5.18995668854576,5.67484503612739,6.87480781573356,4.88532205603663,6.02855971039893,5.4800769518541,6.94310271219075,5.64337700697469,5.93714099577502,6.38273264076681,5.16168390876292,5.22235937583518,4.78710205646264,4.47085637641029,5.26923474844102,5.30407594506847,4.44365384183975,4.5317415375184,4.84778869022805,4.84461659543252,4.98871271112355,5.73859489074937,7.41487158927855,6.2060438286407,4.59711860585388,4.92391877199345,5.57567185189495,5.33142777026215,0.956194681444571,0,hypothetical_protein
"31_hypothetical_protein",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29722120951719,5.06436154370468,2.64861060475859,2.53218077185234,0.956041166377167,22,hypothetical_protein
"17641_murE",7.4778475105895,7.4245067155353,7.45999315409481,7.32836097952483,7.48087602517454,7.27881660790308,7.40463513428047,7.33459274903618,7.49791770986596,6.92930623202559,7.45209697967997,7.16831539483498,7.41291573842589,6.44944762244529,7.28756113696568,7.22954786791382,7.57802837071287,7.12874717387993,7.33232441247355,7.00039104970015,7.3839944637807,6.89353703036146,7.71969010295817,7.18051439851769,7.33415546661357,7.21965380957752,7.44784893889351,7.12044135625045,0.956039980760981,0,murE
"24892_ParB-like_nuclease_domain_protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90341243359365,7.33307581504179,NA,NA,NA,NA,NA,NA,9.29638902982326,9.10987704296357,NA,NA,8.59990073170846,8.22147642900268,0.955996666181216,22,parB-like_nuclease_domain_protein
"4036_bdcR_1",6.90505748237436,6.60114079974553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90505748237436,6.60114079974553,0.955986364573416,24,bdcR
"17518_hypothetical_protein",NA,NA,0.618139787345667,0,3.6917657951695,3.5782335015897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54386500865103,6.30733068981478,NA,NA,5.20536551250983,6.15149788515278,NA,NA,8.83805535929674,5.85106030857777,4.57943829259455,4.37762447702701,0.955930443282989,16,hypothetical_protein
"15368_rhmA",NA,NA,3.08629307783636,3.40182683138709,NA,NA,3.25956742644911,2.2515372012266,3.09100627794465,3.36692719283783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14562226074338,3.00676374181717,0.955856581809226,20,rhmA
