,Uniprot,Symbol,GO,Pubmed,evidence,alternative,category,Godef,acc,date,source
12191,P0CF07,insA-1,GO:0006313,PMID:8083181,IMP,,P,IS1 protein InsA,insA-1|b0022|ECK0023,20120703,EcoCyc
12192,P75620,yaaY,GO:0006974,PMID:23308060,IMP,,P,predicted protein,yaaY|b0024|ECK0025,20130114,EcoCyc
12193,P0AE58,caiF,GO:0006355,PMID:10564497,IDA,,P,CaiF,caiF|b0034|ECK0035,20120607,EcoCyc
12194,P0AE58,caiF,GO:0003700,PMID:8631699,IDA,,F,CaiF,caiF|b0034|ECK0035,20110602,EcoCyc
12195,P0AE58,caiF,GO:0006351,PMID:10564497,IDA,,P,CaiF,caiF|b0034|ECK0035,20061024,EcoCyc
12196,P0AE58,caiF,GO:0006351,PMID:9573142,IEP,,P,CaiF,caiF|b0034|ECK0035,20061031,EcoCyc
12197,P0AE58,caiF,GO:0006351,PMID:8631699,IEP,,P,CaiF,caiF|b0034|ECK0035,20061031,EcoCyc
12198,P0A940,bamA,GO:1990063,PMID:16079137,IDA,,C,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20140410,EcoCyc
12199,P0A940,bamA,GO:0005515,PMID:22948914,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12200,P0A940,bamA,GO:0005515,PMID:22544271,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12201,P0A940,bamA,GO:0005515,PMID:22178970,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12202,P0A940,bamA,GO:0005515,PMID:22178970,IPI,UniProtKB:P0AC02,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12203,P0A940,bamA,GO:0005515,PMID:21586578,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12204,P0A940,bamA,GO:0005515,PMID:21586578,IPI,UniProtKB:P0AC02,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12205,P0A940,bamA,GO:0005515,PMID:20378773,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12206,P0A940,bamA,GO:0005515,PMID:20378773,IPI,UniProtKB:P0AC02,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12207,P0A940,bamA,GO:0005515,PMID:18165306,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12208,P0A940,bamA,GO:0005515,PMID:16824102,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12209,P0A940,bamA,GO:0005515,PMID:16824102,IPI,UniProtKB:P0AC02,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12210,P0A940,bamA,GO:0005515,PMID:15851030,IPI,UniProtKB:P77774,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12211,P0A940,bamA,GO:0005515,PMID:15851030,IPI,UniProtKB:P0AC02,F,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20130429,IntAct
12212,P0A940,bamA,GO:0043165,PMID:20378773,IDA,,P,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20100503,EcoCyc
12213,P0A940,bamA,GO:0051205,PMID:20378773,IDA,,P,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20100503,EcoCyc
12214,P0A940,bamA,GO:0009279,PMID:16829683,IDA,,C,Outer Membrane Protein Assembly Complex - BamA subunit,bamA|yzzY|yzzN|ecfK|yaeT|b0177|ECK0176,20071017,EcoCyc
12215,P52097,tilS,GO:0042802,PMID:24627523,IPI,UniProtKB:P52097,F,tRNAIle-lysidine synthetase,tilS|yaeN|mesJ|b0188|ECK0187,20140512,IntAct
12216,P52097,tilS,GO:0042802,PMID:24561554,IPI,UniProtKB:P52097,F,tRNAIle-lysidine synthetase,tilS|yaeN|mesJ|b0188|ECK0187,20140512,IntAct
12217,P52097,tilS,GO:0005829,PMID:17272300,IDA,,C,tRNAIle-lysidine synthetase,tilS|yaeN|mesJ|b0188|ECK0187,20120612,EcoCyc
12218,P52097,tilS,GO:0002136,PMID:14527414,IMP,,P,tRNAIle-lysidine synthetase,tilS|yaeN|mesJ|b0188|ECK0187,20090316,EcoCyc
12219,P52097,tilS,GO:0032267,PMID:14527414,IDA,,F,tRNAIle-lysidine synthetase,tilS|yaeN|mesJ|b0188|ECK0187,20090311,EcoCyc
12220,P0AFW8,rof,GO:0060567,PMID:9723924,IDA,,P,modulator of Rho-dependent transcription termination,rof|yaeO|b0189|ECK0188,20071214,EcoCyc
12221,P0AFW8,rof,GO:0005515,PMID:21673658,IPI,UniProtKB:P0AG30,F,modulator of Rho-dependent transcription termination,rof|yaeO|b0189|ECK0188,20140120,IntAct
12222,P0AFW8,rof,GO:0005515,PMID:16606699,IPI,UniProtKB:P0AG30,F,modulator of Rho-dependent transcription termination,rof|yaeO|b0189|ECK0188,20140120,IntAct
12223,P0AFW8,rof,GO:0031554,PMID:17565995,IMP,,P,modulator of Rho-dependent transcription termination,rof|yaeO|b0189|ECK0188,20071214,EcoCyc
12224,P77354,yafU,GO:0005886,PMID:15919996,IDA,,C,predicted inner membrane protein,yafU|b0218|ECK0218,20140602,EcoCyc
12225,P0AD59,ivy,GO:0030288,PMID:24140104,IDA,,C,inhibitor of vertebrate C-type lysozyme,ivy|ykfE|b0220|ECK0221,20140602,EcoCyc
12226,P0AD59,ivy,GO:0030288,PMID:17309111,IDA,,C,inhibitor of vertebrate C-type lysozyme,ivy|ykfE|b0220|ECK0221,20140602,EcoCyc
12227,P0AD59,ivy,GO:0030288,PMID:15911532,IDA,,C,inhibitor of vertebrate C-type lysozyme,ivy|ykfE|b0220|ECK0221,20140602,EcoCyc
12228,P0AD59,ivy,GO:0050790,PMID:11278658,IDA,,P,inhibitor of vertebrate C-type lysozyme,ivy|ykfE|b0220|ECK0221,20120615,EcoCyc
12229,P0AD59,ivy,GO:0060241,PMID:11278658,IDA,,F,inhibitor of vertebrate C-type lysozyme,ivy|ykfE|b0220|ECK0221,20080604,EcoCyc
12230,P63224,lpcA,GO:0005829,PMID:18304323,IDA,,C,D-sedoheptulose 7-phosphate isomerase,lpcA|isn(H.i.)|yafI|gmhA|tfrA|b0222|ECK0223,20140602,EcoCyc
12231,P63224,lpcA,GO:0005829,PMID:15911532,IDA,,C,D-sedoheptulose 7-phosphate isomerase,lpcA|isn(H.i.)|yafI|gmhA|tfrA|b0222|ECK0223,20140602,EcoCyc
12232,P63224,lpcA,GO:0008968,PMID:18056714,IDA,,F,D-sedoheptulose 7-phosphate isomerase,lpcA|isn(H.i.)|yafI|gmhA|tfrA|b0222|ECK0223,20080116,EcoCyc
12233,P63224,lpcA,GO:0009244,PMID:8631969,IMP,,P,D-sedoheptulose 7-phosphate isomerase,lpcA|isn(H.i.)|yafI|gmhA|tfrA|b0222|ECK0223,20080114,EcoCyc
12234,P63224,lpcA,GO:0005737,PMID:8631969,ISS,,C,D-sedoheptulose 7-phosphate isomerase,lpcA|isn(H.i.)|yafI|gmhA|tfrA|b0222|ECK0223,20080114,EcoCyc
12235,Q47147,yafJ,GO:0005515,PMID:24561554,IPI,UniProtKB:P12996,F,predicted amidotransferase,yafJ|b0223|ECK0224,20140512,IntAct
12236,Q47149,yafQ,GO:0016892,PMID:26261214,IDA,,F,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20150821,EcoCyc
12237,Q47149,yafQ,GO:0043022,PMID:26261214,IDA,,F,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20150821,EcoCyc
12238,Q47149,yafQ,GO:0090502,PMID:19210620,IDA,,P,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20140830,GOC
12239,Q47149,yafQ,GO:0044010,PMID:19707553,IMP,,P,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20111104,EcoCyc
12240,Q47149,yafQ,GO:0006402,PMID:26261214,IDA,,P,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20150821,EcoCyc
12241,Q47149,yafQ,GO:0006402,PMID:19210620,IDA,,P,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20110726,EcoCyc
12242,Q47149,yafQ,GO:0006415,PMID:19210620,IDA,,P,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20110726,EcoCyc
12243,Q47149,yafQ,GO:0046677,PMID:19307375,IMP,,P,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20090330,EcoCyc
12244,Q47149,yafQ,GO:0004521,PMID:19210620,IDA,,F,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20090318,EcoCyc
12245,Q47149,yafQ,GO:0005515,PMID:17263853,IPI,UniProtKB:Q47150,F,toxin of the YafQ-DinJ toxin-antitoxin system,yafQ|b0225|ECK0226,20090318,EcoCyc
12246,Q47150,dinJ,GO:0003677,PMID:22247505,IDA,,F,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system and DNA-binding transcriptional repressor,dinJ|sosA|b0226|ECK0227,20150821,EcoCyc
12247,Q47150,dinJ,GO:0000986,PMID:22026739,IDA,,F,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system and DNA-binding transcriptional repressor,dinJ|sosA|b0226|ECK0227,20111104,EcoCyc
12248,Q47150,dinJ,GO:0044010,PMID:19707553,IMP,,P,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system and DNA-binding transcriptional repressor,dinJ|sosA|b0226|ECK0227,20111104,EcoCyc
12249,Q47150,dinJ,GO:2000143,PMID:22026739,IDA,,P,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system and DNA-binding transcriptional repressor,dinJ|sosA|b0226|ECK0227,20111104,EcoCyc
12250,Q47150,dinJ,GO:0005515,PMID:17263853,IPI,UniProtKB:Q47149,F,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system and DNA-binding transcriptional repressor,dinJ|sosA|b0226|ECK0227,20090318,EcoCyc
12251,Q47150,dinJ,GO:0015643,PMID:17263853,IDA,,F,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system and DNA-binding transcriptional repressor,dinJ|sosA|b0226|ECK0227,20070223,EcoCyc
12252,Q47152,rayT,GO:0006310,PMID:22199259,IDA,,P,REP-associated tyrosine transposase,rayT|yafM|b0228|ECK0229,20120830,EcoCyc
12253,Q47152,rayT,GO:0043565,PMID:22199259,IDA,,F,REP-associated tyrosine transposase,rayT|yafM|b0228|ECK0229,20120830,EcoCyc
12254,Q47152,rayT,GO:0043565,PMID:22885300,IDA,,F,REP-associated tyrosine transposase,rayT|yafM|b0228|ECK0229,20120830,EcoCyc
12255,Q47155,dinB,GO:0005515,PMID:23549287,IPI,UniProtKB:P0A988,F,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20140120,IntAct
12256,Q47155,dinB,GO:0005515,PMID:14592985,IPI,UniProtKB:P0A988,F,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20140120,IntAct
12257,Q47155,dinB,GO:0005515,PMID:18996995,IPI,UniProtKB:P0AFF6,F,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20130429,IntAct
12258,Q47155,dinB,GO:0019985,PMID:10801133,IDA,,P,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20110515,EcoCyc
12259,Q47155,dinB,GO:0003887,PMID:10488344,IDA,,F,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20110515,EcoCyc
12260,Q47155,dinB,GO:0009432,PMID:6771759,IEP,,P,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20110515,EcoCyc
12261,Q47155,dinB,GO:0009432,PMID:10801133,IDA,,P,DNA polymerase IV (Y-family DNA polymerase; translesion DNA synthesis),dinB|dinP|b0231|ECK0232,20110515,EcoCyc
12262,Q47156,yafN,GO:0006355,PMID:19943910,IMP,,P,antitoxin of the YafO-YafN toxin-antitoxin system,yafN|b0232|ECK0233,20091210,EcoCyc
12263,Q47156,yafN,GO:0044092,PMID:19617347,IDA,,P,antitoxin of the YafO-YafN toxin-antitoxin system,yafN|b0232|ECK0233,20090917,EcoCyc
12264,Q47157,yafO,GO:0090502,PMID:19943910,IDA,,P,"ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system",yafO|b0233|ECK0234,20140830,GOC
12265,Q47157,yafO,GO:0004521,PMID:19943910,IDA,,F,"ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system",yafO|b0233|ECK0234,20101206,UniProtKB
12266,Q47157,yafO,GO:0017148,PMID:19617347,IDA,,P,"ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system",yafO|b0233|ECK0234,20090917,EcoCyc
12267,Q47157,yafO,GO:0043023,PMID:19617347,IDA,,F,"ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system",yafO|b0233|ECK0234,20090917,EcoCyc
12268,P77692,ykfI,GO:0030308,PMID:14594833,IMP,,P,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system,ykfI|b0245|ECK0246,20130415,EcoCyc
12269,Q57083,perR,GO:0042802,PMID:24561554,IPI,UniProtKB:Q57083,F,PerR transcriptional regulator,perR|b0254|ECK0256,20140512,IntAct
12270,Q57083,perR,GO:0042802,PMID:22841565,IPI,UniProtKB:Q57083,F,PerR transcriptional regulator,perR|b0254|ECK0256,20140512,IntAct
12271,P0CF88,insI-1,GO:0006313,PMID:2154486,IDA,,P,transposase of IS30,insI-1|tra8-1|b0256|ECK0258,20110715,EcoCyc
12272,P0CF88,insI-1,GO:0043565,PMID:2154486,IDA,,F,transposase of IS30,insI-1|tra8-1|b0256|ECK0258,20110715,EcoCyc
12273,P0CF88,insI-1,GO:0032135,PMID:2154486,IDA,,F,transposase of IS30,insI-1|tra8-1|b0256|ECK0258,20110715,EcoCyc
12274,P0CF88,insI-1,GO:0032993,PMID:2154486,IDA,,C,transposase of IS30,insI-1|tra8-1|b0256|ECK0258,20110715,EcoCyc
12275,P75680,insO-1,GO:0005515,PMID:24561554,IPI,UniProtKB:P75728,F,"CP4-6 prophage; partial transposase of insertion element IS911A, interrupted by insertion of IS30 element",insO-1|b0257|ECK0259,20140512,IntAct
12276,P75680,insO-1,GO:0005515,PMID:24561554,IPI,UniProtKB:P37909,F,"CP4-6 prophage; partial transposase of insertion element IS911A, interrupted by insertion of IS30 element",insO-1|b0257|ECK0259,20140512,IntAct
12277,P0CF26,insB-2,GO:0006313,PMID:8083181,IMP,,P,IS1 protein InsB,insB-2|b0264|ECK0022,20120703,EcoCyc
12278,P0CF08,insA-2,GO:0006313,PMID:8083181,IMP,,P,IS1 protein InsA,insA-2|b0265|ECK0023,20120703,EcoCyc
12279,P75682,yagE,GO:0047440,PMID:23233208,IGI,,F,CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase,yagE|b0268|ECK0269,20131113,EcoCyc
12280,P75682,yagE,GO:0046176,PMID:23233208,IMP,,P,CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase,yagE|b0268|ECK0269,20131113,EcoCyc
12281,P75682,yagE,GO:0042802,PMID:18361457,IDA,,F,CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase,yagE|b0268|ECK0269,20110815,EcoCyc
12282,P75682,yagE,GO:0043725,PMID:21294156,NR,,F,CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase,yagE|b0268|ECK0269,20110815,EcoCyc
12283,P77596,yagF,GO:0050401,PMID:23233208,IGI,,F,CP4-6 prophage; D-xylonate dehydratase,yagF|b0269|ECK0270,20131113,EcoCyc
12284,P77596,yagF,GO:0050401,PMID:21917451,NAS,,F,CP4-6 prophage; D-xylonate dehydratase,yagF|b0269|ECK0270,20131002,EcoCyc
12285,P77596,yagF,GO:0046176,PMID:21917451,IMP,,P,CP4-6 prophage; D-xylonate dehydratase,yagF|b0269|ECK0270,20131002,EcoCyc
12286,P77300,yagI,GO:0045892,GO_REF:0000033,IBA,PANTHER:PTN001248570,P,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20150213,GO_CENTRAL
12287,P77300,yagI,GO:0032993,GO_REF:0000033,IBA,PANTHER:PTN001248570,C,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20150213,GO_CENTRAL
12288,P77300,yagI,GO:0003700,GO_REF:0000033,IBA,PANTHER:PTN001248570,F,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20150213,GO_CENTRAL
12289,P77300,yagI,GO:0044010,PMID:18344336,IMP,,P,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20131002,EcoCyc
12290,P77300,yagI,GO:0003677,GO_REF:0000033,IBA,PANTHER:PTN001248570,F,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20150213,GO_CENTRAL
12291,P77300,yagI,GO:0006351,PMID:10734204,ISS,UniProtKB:P16528,P,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20110513,EcoCyc
12292,P77300,yagI,GO:0006351,PMID:15556475,ISS,UniProtKB:P16528,P,CP4-6 prophage; predicted DNA-binding transcriptional regulator,yagI|b0272|ECK0273,20091019,EcoCyc
12293,P77183,paoD,GO:0043546,PMID:24498065,IDA,,F,molybdenum cofactor insertion chaperone for PaoABC,paoD|yagQ|b0283|ECK0282,20140213,EcoCyc
12294,P77183,paoD,GO:0005515,PMID:21081498,IPI,UniProtKB:Q46810,F,molybdenum cofactor insertion chaperone for PaoABC,paoD|yagQ|b0283|ECK0282,20140213,EcoCyc
12295,P77489,paoC,GO:0050660,GO_REF:0000033,IBA,PANTHER:PTN000225632,F,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20140730,GO_CENTRAL
12296,P77489,paoC,GO:0009115,GO_REF:0000033,IBA,PANTHER:PTN000225632,P,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20140730,GO_CENTRAL
12297,P77489,paoC,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN000225632,C,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20140730,GO_CENTRAL
12298,P77489,paoC,GO:0004854,GO_REF:0000033,IBA,PANTHER:PTN000225632,F,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20140730,GO_CENTRAL
12299,P77489,paoC,GO:0016903,PMID:19368556,IDA,,F,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20111204,EcoCyc
12300,P77489,paoC,GO:0042597,PMID:19368556,NAS,,C,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20090628,EcoCyc
12301,P77489,paoC,GO:0030151,PMID:19368556,IDA,,F,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,paoC|yagR|b0284|ECK0283,20090611,EcoCyc
12302,P77324,paoB,GO:0016903,PMID:19368556,IDA,,F,"aldehyde dehydrogenase, FAD-binding subunit",paoB|yagS|b0285|ECK0284,20111204,EcoCyc
12303,P77324,paoB,GO:0042597,PMID:19368556,NAS,,C,"aldehyde dehydrogenase, FAD-binding subunit",paoB|yagS|b0285|ECK0284,20090628,EcoCyc
12304,P77324,paoB,GO:0050660,PMID:19368556,IDA,,F,"aldehyde dehydrogenase, FAD-binding subunit",paoB|yagS|b0285|ECK0284,20111204,EcoCyc
12305,P77165,paoA,GO:0005515,PMID:24561554,IPI,UniProtKB:P0AFM2,F,"aldehyde dehydrogenase, Fe-S subunit",paoA|yagT|b0286|ECK0285,20140512,IntAct
12306,P77165,paoA,GO:0005515,PMID:16606699,IPI,UniProtKB:P0AFM2,F,"aldehyde dehydrogenase, Fe-S subunit",paoA|yagT|b0286|ECK0285,20140512,IntAct
12307,P77165,paoA,GO:0016903,PMID:19368556,IDA,,F,"aldehyde dehydrogenase, Fe-S subunit",paoA|yagT|b0286|ECK0285,20111204,EcoCyc
12308,P77165,paoA,GO:0016903,PMID:19368556,IMP,,F,"aldehyde dehydrogenase, Fe-S subunit",paoA|yagT|b0286|ECK0285,20111204,EcoCyc
12309,P77165,paoA,GO:0042597,PMID:17218314,IDA,,C,"aldehyde dehydrogenase, Fe-S subunit",paoA|yagT|b0286|ECK0285,20090611,EcoCyc
12310,P77165,paoA,GO:0051537,PMID:19368556,IDA,,F,"aldehyde dehydrogenase, Fe-S subunit",paoA|yagT|b0286|ECK0285,20111204,EcoCyc
12311,P0AAA1,yagU,GO:0005886,PMID:17309111,IDA,,C,inner membrane protein that contributes to acid resistance,yagU|b0287|ECK0286,20140602,EcoCyc
12312,P0AAA1,yagU,GO:0005886,PMID:15919996,IDA,,C,inner membrane protein that contributes to acid resistance,yagU|b0287|ECK0286,20140602,EcoCyc
12313,P0AAA1,yagU,GO:0010447,PMID:17026754,IEP,,P,inner membrane protein that contributes to acid resistance,yagU|b0287|ECK0286,20080828,EcoCyc
12314,P0AAA1,yagU,GO:0010447,PMID:17026754,IMP,,P,inner membrane protein that contributes to acid resistance,yagU|b0287|ECK0286,20080828,EcoCyc
12315,P71301,ecpR,GO:1902021,PMID:22422754,IGI,,P,MatA DNA-binding transcriptional dual regulator,ecpR|ykgK|matA|b0294|ECK0293,20140410,EcoCyc
12316,P0A7N1,ykgM,GO:0034224,PMID:19377097,IEP,,P,predicted ribosomal protein,ykgM|b0296|ECK0296,20120106,EcoCyc
12317,P0A7N1,ykgM,GO:0034224,PMID:19377097,IMP,,P,predicted ribosomal protein,ykgM|b0296|ECK0296,20120106,EcoCyc
12318,P77601,ykgA,GO:0019249,GO_REF:0000033,IBA,PANTHER:PTN000111102,P,predicted DNA-binding transcriptional regulator,ykgA|b0300|ECK0300,20150912,GOC
12319,P77601,ykgA,GO:0019243,GO_REF:0000033,IBA,PANTHER:PTN000111102,P,predicted DNA-binding transcriptional regulator,ykgA|b0300|ECK0300,20150814,GO_CENTRAL
12320,P77601,ykgA,GO:0019172,GO_REF:0000033,IBA,PANTHER:PTN000111102,F,predicted DNA-binding transcriptional regulator,ykgA|b0300|ECK0300,20150814,GO_CENTRAL
12321,P77601,ykgA,GO:0006351,PMID:10734204,ISS,UniProtKB:P0A9E0,P,predicted DNA-binding transcriptional regulator,ykgA|b0300|ECK0300,20110513,EcoCyc
12322,P77601,ykgA,GO:0006351,PMID:15556475,ISS,UniProtKB:P0A9E0,P,predicted DNA-binding transcriptional regulator,ykgA|b0300|ECK0300,20091019,EcoCyc
12323,P75685,rclC,GO:1901530,PMID:24078635,IEP,,P,"conserved inner membrane protein, hypochlorite stress response",rclC|ykgB|b0301|ECK0301,20131105,EcoCyc
12324,P75685,rclC,GO:1901530,PMID:24078635,IMP,,P,"conserved inner membrane protein, hypochlorite stress response",rclC|ykgB|b0301|ECK0301,20131105,EcoCyc
12325,P75685,rclC,GO:0005886,PMID:15919996,IDA,,C,"conserved inner membrane protein, hypochlorite stress response",rclC|ykgB|b0301|ECK0301,20140602,EcoCyc
12326,P75687,rclB,GO:1901530,PMID:24078635,IEP,,P,"predicted protein, hypochlorite stress response",rclB|ykgI|b0303|ECK0302,20131105,EcoCyc
12327,P75687,rclB,GO:1901530,PMID:24078635,IMP,,P,"predicted protein, hypochlorite stress response",rclB|ykgI|b0303|ECK0302,20131105,EcoCyc
12328,P77212,rclA,GO:1901530,PMID:24078635,IMP,,P,predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain; hypochlorite stress response,rclA|ykgC|b0304|ECK0303,20131105,EcoCyc
12329,P77212,rclA,GO:1901530,PMID:24078635,IEP,,P,predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain; hypochlorite stress response,rclA|ykgC|b0304|ECK0303,20131105,EcoCyc
12330,P77379,rclR,GO:0000987,GO_REF:0000033,IBA,PANTHER:PTN000111187,F,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20150814,GO_CENTRAL
12331,P77379,rclR,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN000744423,C,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20150814,GO_CENTRAL
12332,P77379,rclR,GO:0090347,PMID:24078635,IEP,,P,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20140131,EcoCyc
12333,P77379,rclR,GO:0001216,PMID:24078635,IDA,,F,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20140131,EcoCyc
12334,P77379,rclR,GO:0045893,PMID:24078635,IEP,,P,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20140131,EcoCyc
12335,P77379,rclR,GO:0006351,PMID:10734204,ISS,UniProtKB:P0A9E0,P,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20110513,EcoCyc
12336,P77379,rclR,GO:0006351,PMID:15556475,ISS,UniProtKB:P0A9E0,P,RclR DNA-binding transcriptional activator,rclR|ykgD|b0305|ECK0304,20091019,EcoCyc
12337,P77252,ykgE,GO:0004459,PMID:19196979,IGI,,F,predicted oxidoreductase,ykgE|b0306|ECK0305,20150820,EcoCyc
12338,P77252,ykgE,GO:0005829,PMID:18304323,IDA,,C,predicted oxidoreductase,ykgE|b0306|ECK0305,20140602,EcoCyc
12339,P77536,ykgF,GO:1903457,PMID:26272093,IGI,,P,predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,ykgF|b0307|ECK0306,20150820,EcoCyc
12340,P77536,ykgF,GO:0004459,PMID:19196979,IGI,,F,predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,ykgF|b0307|ECK0306,20150820,EcoCyc
12341,P77433,ykgG,GO:0004459,PMID:19196979,IGI,,F,predicted protein,ykgG|b0308|ECK0307,20150820,EcoCyc
12342,P77433,ykgG,GO:0005829,PMID:15911532,IDA,,C,predicted protein,ykgG|b0308|ECK0307,20140602,EcoCyc
12343,P77180,ykgH,GO:0005886,PMID:15919996,IDA,,C,predicted inner membrane protein,ykgH|b0310|ECK0308,20140602,EcoCyc
